,Num_Active_Stocks,BEER,GRRR,THT,IBCO,BORN,TFZ,CNWN,CDB,TBVT,PTT,BEAM,PFB,ABW,GBL,RUP,CNB,CKB,FAL,FALB,DRE,NBW,GENBB,RG,RGLD,SLZ,SFR,KNBWY,LONE,GHB,ABUD,BUD,ACCOB,RKY,TAP,PABT,OLYB,PTBC,HAN,BAS,SXC,CU,CCU,HOOK,BREW,SAM,CFN,BRH,ABV,ABEV,AED,MLB,LQU,ROX,CREG,FO,MWGP,MGPI,AFTI,DR,CUE,BACA,BBRL,ADC,SH,DCS,VO,HIR,CHLN,CGAS,BJD,BFD,BF,CDL,DIL,GDS,SBR,HBL,TFI,HTC,JACQ,BBR,CDG,STZ,RAIN,TYLR,THTR,DEO,RUM,VCO,ADSO,NDC,GWT,CEDC,Portfolio_Returns,Portfolio_Proportion,rf
1963-06-30,19,,,,,,0.0022883295194507944,,,,,,,-0.0018796992481202998,,0.010078387458006715,-0.003804692454026631,,0.00352125866267091,,-0.0028296547821165786,-0.007518796992481205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007974481658692157,,,,-0.0007809847198641754,-0.0014867677668748103,-0.00026716537536735263,,-0.00225612138454244,,,0.0013840830449826998,-0.0034626038781163417,,-0.001697792869269947,-0.0014825796886582632,-0.0014825796886582632,-0.000746547219111607,-0.0018500797448165855,,,,,,,,,,,,,,,,,-0.015776558961044164,0.05263157894736842,0.0023
1963-07-31,19,,,,,,-0.019736842105263157,,,,,,,0.005847953216374269,,0.0004699248120300684,-0.0020505809979494156,,-0.004075846181109336,,-0.003289473684210526,-0.001949317738791421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002618486514794474,,,,-0.0006948063227375367,-0.0009179926560587533,-0.002551020408163263,,-0.0017460713394861526,,,0.006601248884924173,0.0017296763034346419,,0.00038986354775827895,0.006102212051868805,-0.0028604118993134997,-0.0005762581636573157,-0.0013324450366422368,,,,,,,,,,,,,,,,,-0.02307833906551293,0.05263157894736842,0.0027
1963-08-31,18,,,,,,0.0037037037037036995,,,,,,,0.011111111111111105,,0.019665683382497544,0.0013054054054054047,,-0.0012165450121654443,,-0.0057912457912457915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00121012101210121,,,,0.006874767744332955,0.001663339986693272,0.000644003574620192,,0.0005446623093681888,,,0.0010040160642570276,-0.0006313131313131277,,-0.0016339869281045722,0.007220779220779215,0.016985951468710087,0.0,0.0021645021645021554,,,,,,,,,,,,,,,,,0.062324956285253114,0.05555555555555555,0.0025
1963-09-30,16,,,,,,,,,,,,,-0.010416666666666663,,,-0.0008333333333333312,,0.0015858208955223906,,-0.0012755102040816313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001225490196078425,,,,-0.0017857142857142848,-0.0007267441860465125,0.005013368983957225,,0.0018146601941747599,,,-0.0018860946745562096,0.0015229885057471268,,0.0,-0.0007267441860465125,0.0018491124260354938,-0.00023062730627305538,0.0012499999999999937,,,,,,,,,,,,,,,,,-0.006319993641202784,0.0625,0.0027
1963-10-31,16,,,,,,,,,,,,,0.0,,,0.0,,-0.0041360294117647,,-0.006076388888888887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002103365384615381,,,,-0.006172839506172837,0.00294117647058824,0.000928217821782175,,0.000445368171021375,,,-0.017062883435582817,0.0012668918918918813,,0.0018939393939393875,-0.0007352941176470562,-0.0057471264367816065,-0.002349624060150375,-0.0019290123456790125,,,,,,,,,,,,,,,,,-0.041736969838059614,0.0625,0.0029
1963-11-30,16,,,,,,,,,,,,,0.00625,,,-0.0010622972972972895,,0.0,,-0.001057692307692309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000808457711442782,,,,-0.0017123287671232876,-0.003551136363636356,-0.004064012195121947,,0.0014740566037735874,,,-0.0036919831223628627,-0.0009657836644591562,,0.0003264705882352981,0.0014880952380952313,-0.00221518987341772,0.00146484375,0.0,,,,,,,,,,,,,,,,,-0.010825415122449594,0.0625,0.0027
1963-12-31,16,,,,,,,,,,,,,-0.00606060606060606,,,0.00086805555555555,,0.0024114173228346374,,-0.0004921259842519625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0015943877551020376,,,,-0.0021126760563380306,-0.002635542168674694,0.0026315789473684123,,0.003520414746543775,,,-0.0022982062780269024,0.006950672645739915,,0.006578947368421057,-0.013953488372093021,-0.004139072847682119,0.0002385496183206177,-0.004697452229299361,,,,,,,,,,,,,,,,,-0.01768392154729022,0.0625,0.0029
1964-01-31,16,,,,,,,,,,,,,0.0021551724137931065,,,-0.0008561643835616438,,-0.000478927203065125,,0.0064484126984127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019633507853403062,,,,-0.0027573529411764625,-0.0015723270440251528,-0.0003156565656565625,,0.0017896475770925,,,0.00029342723004695,-0.0002530364372469625,,0.0008503401360544187,-0.008049242424242419,-0.0022163120567375875,-0.00048262548262548123,0.0017361111111111,,,,,,,,,,,,,,,,,-0.004745182586486314,0.0625,0.003
1964-02-29,16,,,,,,,,,,,,,0.0,,,0.002378888888888878,,0.002413127413127406,,-0.007733812949640286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001903553299492395,,,,0.0019230769230769126,0.001225490196078425,-0.0028024619289340035,,-0.0012044967880085625,,,-0.004088785046728969,-0.0007621951219512188,,-0.0012583892617449625,-0.0016304347826086875,-0.0011948529411764672,0.0036478599221789875,0.0016891891891891813,,,,,,,,,,,,,,,,,-0.010188151618202607,0.0625,0.0026
1964-03-31,15,,,,,,,,,,,,,0.006666666666666667,,,0.0,,0.0021809169764560135,,0.007162534435261714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00962199312714776,,,,0.0005970149253731343,0.0021367521367521396,0.004468275245755139,,-0.029371144104803498,,,0.0022666666666666603,-0.026529492455418382,,,0.0035714285714285735,-0.0005050505050505,0.0022058823529411712,0.0014035087719298175,,,,,,,,,,,,,,,,,-0.017224047188893588,0.06666666666666667,0.0031
1964-04-30,15,,,,,,,,,,,,,0.0,,,-0.0018018018018017934,,0.005333333333333333,,-0.003980099502487553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0009009009009008933,,,,-0.0022388059701492534,-0.0020703933747411927,0.004522613065326627,,-0.0015748031496062933,,,-0.00422764227642276,-0.0020618556701030868,,,-0.0011299435028248534,-0.0020356234096692133,0.0021660649819494533,0.0017316017316017266,,,,,,,,,,,,,,,,,-0.01116825644649575,0.06666666666666667,0.0029
1964-05-31,15,,,,,,,,,,,,,0.008080808080808074,,,0.008092814814814815,,-0.002469135802469133,,-0.00275132275132275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0023135464231354643,,,,-0.0010296010296010267,-0.00043290043290042667,0.00020867764705882196,,0.0018817204301075266,,,0.0024305555555555465,0.0004728132387706733,,,0.0,0.004934383202099739,0.009324009324009319,-0.0016877637130801666,,,,,,,,,,,,,,,,,0.022141512140715545,0.06666666666666667,0.0026
1964-06-30,15,,,,,,,,,,,,,0.0018018018018017934,,,-0.0008333333333333267,,0.005780885780885773,,0.005555555555555547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00031897926634767996,,,,-0.0009411764705882365,0.0008714596949890999,0.0029944838455476666,,0.0005801411764705882,,,-0.006097152428810716,0.0034272300469483535,,,0.01379310344827586,0.003456790123456787,-0.0012269938650306734,0.0009523809523809528,,,,,,,,,,,,,,,,,0.027434155594897147,0.06666666666666667,0.003
1964-07-31,14,,,,,,,,,,,,,0.0018796992481202998,,,0.0063291139240506285,,0.001159554730983293,,0.004945054945054943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006802721088435378,,,,0.0031554790590935214,0.0027649769585253435,0.0045248868778280495,,,,,0.005187549880287307,0.004329004329004321,,,0.0,-0.005030181086519114,0.004296892857142857,0.013824884792626727,,,,,,,,,,,,,,,,,0.051169637604633555,0.07142857142857142,0.003
1964-08-31,14,,,,,,,,,,,,,-0.0036630036630036643,,,-0.004983388704318936,,-0.0015974440894568642,,-0.005755395683453232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0014285714285714318,,,,-0.003846153846153843,0.0013477088948787,-0.0016204376899696053,,-0.0015756302521008356,,,-0.0014880952380952356,0.0034013605442176856,,,0.0,-0.0008658008658008638,,0.0027027027027027,,,,,,,,,,,,,,,,,-0.022172149319125426,0.07142857142857142,0.0028
1964-09-30,14,,,,,,,,,,,,,-0.007722007722007721,,,0.0006627142857142857,,0.006956115779645179,,0.014060742407199105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0009609224855861642,,,,0.0004065040650406578,0.007054673721340385,0.004699248120300758,,0.002210010741138553,,,0.004103343465045591,0.0012121212121212175,,,-0.007922448979591835,0.000830564784053157,,-0.0036458333333333286,,,,,,,,,,,,,,,,,0.019144826061079843,0.07142857142857142,0.0028
1964-10-31,14,,,,,,,,,,,,,0.004329004329004321,,,-0.0026785714285714212,,0.0012870012870012857,,-0.0004699248120300714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029220779220779283,,,,-0.0005830903790087428,0.00040128410914927676,0.00014697236919458573,,-0.0013130252100840357,,,0.0032632342277012284,0.0025662959794696353,,,0.0,0.00136836343732895,,0.005524861878453035,,,,,,,,,,,,,,,,,0.013864483709685974,0.07142857142857142,0.0029
1964-11-30,14,,,,,,,,,,,,,-0.004081632653061221,,,0.0025470129870129813,,0.00042140750105352137,,-0.005771050141911063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0029943855271366165,,,,-0.0008818342151675499,-0.0028248587570621425,0.004800117336462298,,0.002407704654895671,,,-0.006241331484049921,0.006606110652353421,,,0.0,-0.0019334049409237368,,-0.0014652014652014641,,,,,,,,,,,,,,,,,-0.012311346052735823,0.07142857142857142,0.0029
1964-12-31,14,,,,,,,,,,,,,-0.00043290043290042553,,,-0.0009041591320072285,,0.00042731462086301463,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0016458196181698428,,,,-0.00047619047619047863,0.005462184873949571,-0.03737541528239203,,-0.0014923809523809518,,,-0.002355623100303944,-0.0011337868480725641,,,-0.012650406504065043,0.0,,-0.003141361256544504,,,,,,,,,,,,,,,,,-0.05881854410821442,0.07142857142857142,0.0031
1965-01-31,14,,,,,,,,,,,,,0.0,,,0.0059523809523809425,,-0.03214285714285713,,0.006211180124223592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00774932614555255,,,,0.00938256658595642,0.022638563622170167,0.005226480836236935,,0.009061833688699356,,,0.010317460317460307,0.001536098310291857,,,0.004285714285714285,0.0016741071428571428,,0.010260457774269928,,,,,,,,,,,,,,,,,0.05935331264295635,0.07142857142857142,0.0028
1965-02-28,14,,,,,,,,,,,,,0.013392857142857142,,,-0.0006407438715131003,,0.009931245225362864,,0.005142857142857137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001458966565349541,,,,0.002140181915462814,-0.003586371787208607,0.0034786147186147203,,0.00047303689687795713,,,0.0048543689320388285,0.0005639097744360785,,,-0.0026954177897574073,0.007306434023991269,,0.0017253278122843357,,,,,,,,,,,,,,,,,0.040545266701653565,0.07142857142857142,0.003
1965-03-31,14,,,,,,,,,,,,,0.026315789473684213,,,-0.009466437177280549,,0.00419852448021462,,-0.003124999999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0003013863773357357,,,,-0.002753246753246748,0.014159848961611071,0.002857142857142857,,-0.0032378947368421032,,,-0.00233766233766233,0.0010443864229765004,,,0.012605042016806721,-0.004995004995004992,,-0.0008086253369272175,,,,,,,,,,,,,,,,,0.030555476498136315,0.07142857142857142,0.0036
1965-04-30,14,,,,,,,,,,,,,-0.016483516483516477,,,-0.0009920634920634857,,-0.002869897959183671,,-0.0042016806722689065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008777239709443085,,,,0.0008178844056706643,0.0010504201680672206,0.0017482517482517355,,0.0024801587301587357,,,0.002708192281651993,0.0149501661129568,,,0.0,0.00107411385606875,,-0.00034340659340658574,,,,,,,,,,,,,,,,,0.005615861811829857,0.07142857142857142,0.0031
1965-05-31,14,,,,,,,,,,,,,0.008928571428571428,,,0.001751468812877262,,-0.0019933554817275715,,0.0028769841269841324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0016711590296495887,,,,-0.0013477088948787,-0.0020855057351407643,0.001182935153583607,,-0.00047938638542664995,,,-0.002609262883235486,0.003357753357753357,,,-0.004761904761904756,0.001269841269841262,,0.0017253278122843357,,,,,,,,,,,,,,,,,0.0030445987899318677,0.07142857142857142,0.0031
1965-06-30,14,,,,,,,,,,,,,-0.0015873015873015856,,,-0.0029761904761904713,,-0.005290498974709494,,-0.006711409395973149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002511160714285714,,,,-0.002362637362637355,-0.007250268528464014,-0.005067567567567564,,-0.004050212355212349,,,-0.005822613405551793,-0.00816326530612245,,,-0.0012755102040816358,-0.006302521008403356,,-0.004514824797843668,,,,,,,,,,,,,,,,,-0.06738598168434459,0.07142857142857142,0.0035
1965-07-31,14,,,,,,,,,,,,,0.0032467532467532426,,,-0.0020703933747412,,-0.0059523809523809494,,-0.004232804232804228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0005783689994216285,,,,0.0002868617326448643,-0.000597728631201437,-0.0036363636363636355,,-0.0023207839092315567,,,0.0,0.006912442396313357,,,0.0,-0.00028801843317972144,,0.004350978970268307,,,,,,,,,,,,,,,,,-0.007979805823344586,0.07142857142857142,0.0031
1965-08-31,14,,,,,,,,,,,,,-0.0077639751552794995,,,0.0002586780383795294,,-0.0008116883116883071,,-0.004049493813273335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019825072886297305,,,,-0.0005714285714285714,0.010638297872340429,0.00680192665571976,,0.0037313432835820856,,,0.006696428571428571,0.0015006002400960285,,,0.002379220779220766,0.003412377096587619,,0.0,,,,,,,,,,,,,,,,,0.020904793974314804,0.07142857142857142,0.0033
1965-09-30,15,,,,,,,,,,,,,0.0,,,-0.0045112781954887195,,-0.00018390804597701014,,-0.002801120448179267,,,0.01173913043478261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0010709504685408266,,,,0.00494623655913978,-0.00444444444444444,-0.0009389671361502333,,-0.002310127659574461,,,0.001206349206349198,0.012016460905349791,,,0.0005952380952380866,0.005208333333333333,,0.004338118022328553,,,,,,,,,,,,,,,,,0.020689070158166397,0.06666666666666667,0.0031
1965-10-31,15,,,,,,,,,,,,,-0.0048780487804878,,,0.0010752688172042998,,-0.010077519379844961,,-0.00409356725146198,,,-0.0064814814814814796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029931972789115665,,,,-0.0020202020202020133,0.0005820105820105865,0.0,,-0.0007407407407407333,,,0.005974842767295587,-0.0018648018648018665,,,0.0017699115044247798,0.01014492753623188,,0.020512820512820513,,,,,,,,,,,,,,,,,0.00979661747987838,0.06666666666666667,0.0031
1965-11-30,15,,,,,,,,,,,,,-0.0017543859649122734,,,0.0029037037037037074,,-0.0018264840182648401,,-0.005732087227414326,,,0.0017094017094017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0013541666666666667,,,,0.0005208333333333333,0.014608233731739705,0.0018715619047618961,,-0.00124843945068664,,,-0.0008658008658008599,0.0,,,-0.004597701149425286,-0.005283018867924522,,-0.0016147635524798134,,,,,,,,,,,,,,,,,-0.006163113380634886,0.06666666666666667,0.0035
1965-12-31,16,,,,,,,,,,,,,0.003040540540540533,,,-0.0019230769230769188,,0.0059507042253521165,,0.0032216494845360814,,,0.00575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007056451612903219,,,,-0.00029069767441860313,-0.004493464052287575,0.0004370629370629375,,0.001963053435114496,,,-0.001425438596491221,-4.496402877697382e-05,,,-0.005907407407407407,-0.003017241379310344,,0.001329787234042549,,-0.0033602150537634374,,,,,,,,,,,,,,,0.004986744354019451,0.0625,0.0033
1966-01-31,16,,,,,,,,,,,,,0.0986842105263158,,,0.0019841269841269875,,-0.0008116883116883062,,0.061274509803921566,,,-0.0014334862385321063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018115942028985438,,,,0.00048828125,0.006998239436619717,0.001302083333333325,,-0.002098880597014925,,,0.0008484162895927563,-0.0011281588447653438,,,0.01041666666666667,-0.0013586956521739063,,0.0030594405594405565,,0.004119318181818181,,,,,,,,,,,,,,,0.18035597759055952,0.0625,0.0038
1966-02-28,15,,,,,,,,,,,,,0.01687074829931973,,,-0.00026395897435896873,,-0.00043859649122806666,,,,,-0.0009389671361502333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003708920187793426,,,,-0.0015503875968992265,0.00042598509052183334,-0.0032071655328798124,,-0.0018018018018017934,,,-0.00238095238095238,0.0,,,0.0,0.00019753086419753134,,-0.006222222222222219,,-0.0057347670250896075,,,,,,,,,,,,,,,-0.012253475095336636,0.06666666666666667,0.0035
1966-03-31,15,,,,,,,,,,,,,0.011475409836065579,,,-0.005208333333333333,,-0.004626931567328912,,,,,0.0020317460317460204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00226415094339622,,,,-0.000846560846560846,-0.005291005291005293,-0.0019184652278177465,,-0.001791174603174602,,,0.00024691358024691554,-0.002254901960784311,,,0.00476190476190476,0.0,,-0.0009803921568627407,,-0.005098039215686266,,,,,,,,,,,,,,,-0.015563980935986996,0.06666666666666667,0.0038
1966-04-30,15,,,,,,,,,,,,,-0.007086247086247081,,,-0.0022598870056497133,,0.0009592326139088667,,,,,0.014197530864197533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,,,,-0.0005420054200542,0.005701149425287347,-0.0019753086419753065,,-0.00013717421124828666,,,0.0003100775193798467,-0.0030534351145038137,,,0.0,-0.0019900497512437736,,0.0035087719298245532,,0.005350318471337577,,,,,,,,,,,,,,,0.01739547359301355,0.06666666666666667,0.0034
1966-05-31,15,,,,,,,,,,,,,-0.011023622047244093,,,-0.0026396257309941502,,-0.0066193853427896,,,,,-0.010178117048346053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005780885780885781,,,,-0.0019125683060109266,-0.010256410256410253,-0.002580702290076333,,-0.0015120274914089333,,,-0.00339506172839506,-0.0005333333333333334,,,-0.00444444444444444,-0.0003076923076923021,,-0.0030952380952380867,,-0.003968253968253966,,,,,,,,,,,,,,,-0.07234736817152332,0.06666666666666667,0.0041
1966-06-30,14,,,,,,,,,,,,,0.0,,,-0.0013227513227513142,,0.0014173228346456624,,,,,-0.0069498069498069425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005537098560354364,,,,-0.00066305003013863,0.002976190476190478,-0.0002857142857142857,,0.002781314044605187,,,0.005226480836236936,-0.0056163594470046065,,,,-0.0033482142857142855,,0.0018726591760299606,,-0.002260397830018078,,,,,,,,,,,,,,,-0.004435228223085553,0.07142857142857142,0.0038
1966-07-31,14,,,,,,,,,,,,,0.0052560646900269604,,,0.0013477088948787,,0.0,,,,,0.0007142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0025693730729701926,,,,0.0,-0.002909090909090908,-0.0057372346528973,,-0.007318501170960178,,,-0.00032765399737876423,-0.0014066895904970285,,,,-0.0005854800936768142,,-0.0005252100840336071,,-0.0006535947712418299,,,,,,,,,,,,,,,-0.01821476904355525,0.07142857142857142,0.0035
1966-08-31,15,,,,,,,,,,,,,-0.010619469026548672,,,-0.0052545185185185125,,-0.00625,,,,,-0.012541254125412534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001442786069651741,,,,-0.0022988505747126397,-0.009706257982120046,-0.002661007278020372,,-0.00334855403348554,,,-0.005529953917050687,-0.0027380952380952283,,,-0.009115151515151519,-0.00947658402203856,,-0.003950617283950613,,-0.009777777777777774,,,,,,,,,,,,,,,-0.09881087736253445,0.06666666666666667,0.0041
1966-09-30,15,,,,,,,,,,,,,0.004912280701754386,,,0.0006802721088435267,,-0.0020000000000000018,,,,,-0.00471544715447154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005148005148005134,,,,-0.0009523809523809535,-0.0017937219730941665,-0.002446483180428133,,-0.00521053846153846,,,0.0020100502512562872,-0.012461059190031154,,,-0.0014184397163120531,0.005825242718446593,,-0.0005249343832020937,,0.003125,,,,,,,,,,,,,,,-0.01845535871635725,0.06666666666666667,0.004
