FAMA,index,Sin_Portfolio_Excess_Returns,value
,1967-03-31,0.07289219999999999,0.0399
,1967-04-30,0.019264806451612906,0.0389
,1967-05-31,0.006567124999999996,-0.0433
,1967-06-30,0.02867629032258063,0.0241
,1967-07-31,0.08128421874999998,0.0458
,1967-08-31,0.015980343749999994,-0.0089
,1967-09-30,0.008459625000000002,0.0311
,1967-10-31,-0.0029436875,-0.0309
,1967-11-30,-0.01807890625000001,0.0037
,1967-12-31,0.03260409375,0.0305
,1968-01-31,0.033555125000000005,-0.0406
,1968-02-29,-0.030457124999999998,-0.0375
,1968-03-31,0.017983875,0.002
,1968-04-30,0.08599584375,0.0905
,1968-05-31,0.05999170967741934,0.0228
,1968-06-30,0.011542093750000005,0.0069
,1968-07-31,-0.037622874999999986,-0.0272
,1968-08-31,0.025214225806451617,0.0134
,1968-09-30,0.054306906249999995,0.0403
,1968-10-31,0.0242275625,0.0042
,1968-11-30,0.04434656249999999,0.0543
,1968-12-31,0.02531181818181818,-0.0394
,1969-01-31,0.043039343749999986,-0.0125
,1969-02-28,-0.07061993750000001,-0.0584
,1969-03-31,0.010092249999999995,0.0264
,1969-04-30,0.00447703125,0.0146
,1969-05-31,0.001355781250000002,-0.001
,1969-06-30,-0.07282584375000001,-0.0718
,1969-07-31,-0.0788178125,-0.07
,1969-08-31,0.03774231249999999,0.0468
,1969-09-30,-0.008868593749999997,-0.0298
,1969-10-31,0.06999399999999999,0.0506
,1969-11-30,-0.01970531249999999,-0.0379
,1969-12-31,-0.028930781249999996,-0.0263
,1970-01-31,-0.022900406249999998,-0.081
,1970-02-28,0.03645309375,0.0513
,1970-03-31,-0.0022126249999999976,-0.0106
,1970-04-30,-0.09764721875,-0.11
,1970-05-31,-0.04325409375,-0.0692
,1970-06-30,-0.035252562499999994,-0.0579
,1970-07-31,0.054088750000000005,0.0693
,1970-08-31,-0.018559781249999997,0.0449
,1970-09-30,0.032520233333333315,0.0418
,1970-10-31,-0.02005371428571428,-0.0228
,1970-11-30,0.0034839117647058847,0.046
,1970-12-31,0.01060823529411764,0.0572
,1971-01-31,0.06661844117647059,0.0484
,1971-02-28,0.029812823529411763,0.0141
,1971-03-31,0.02402378787878787,0.0413
,1971-04-30,0.013407088235294115,0.0315
,1971-05-31,-0.04042834285714285,-0.0398
,1971-06-30,0.0033337428571428634,-0.001
,1971-07-31,-0.01686545714285714,-0.045
,1971-08-31,-0.005024058823529421,0.0379
,1971-09-30,-0.04193902941176469,-0.0085
,1971-10-31,-0.03527834375,-0.0442
,1971-11-30,-0.005837794117647062,-0.0046
,1971-12-31,0.06371639393939395,0.0871
,1972-01-31,0.06877932352941175,0.0249
,1972-02-29,0.07073284848484848,0.0287
,1972-03-31,0.005002764705882348,0.0063
,1972-04-30,-0.015161636363636358,0.0029
,1972-05-31,-0.007555500000000003,0.0125
,1972-06-30,-0.027152588235294102,-0.0243
,1972-07-31,-0.053434676470588215,-0.008
,1972-08-31,-0.00482112121212122,0.0326
,1972-09-30,-0.025698696969696976,-0.0114
,1972-10-31,-0.015769969696969692,0.0052
,1972-11-30,-0.009995147058823532,0.046
,1972-12-31,-0.034871735294117634,0.0062
,1973-01-31,-0.01634441176470588,-0.0329
,1973-02-28,-0.027675441176470594,-0.0485
,1973-03-31,-0.008841342857142848,-0.013
,1973-04-30,-0.06247232352941176,-0.0568
,1973-05-31,-0.055203771428571406,-0.0294
,1973-06-30,-0.03159530555555555,-0.0157
,1973-07-31,0.023033138888888877,0.0505
,1973-08-31,-0.028239499999999987,-0.0382
,1973-09-30,0.016722085714285698,0.0475
,1973-10-31,-0.05013449999999999,-0.0083
,1973-11-30,-0.12812905555555554,-0.1275
,1973-12-31,-0.06970797058823529,0.0061
,1974-01-31,0.04417287096774194,-0.0017
,1974-02-28,-0.00039534285714285487,-0.0047
,1974-03-31,-0.028198400000000002,-0.0281
,1974-04-30,-0.04911802857142856,-0.0529
,1974-05-31,-0.0418880857142857,-0.0468
,1974-06-30,-0.023373294117647055,-0.0283
,1974-07-31,-0.09725641176470587,-0.0805
,1974-08-31,-0.09768677142857142,-0.0935
,1974-09-30,-0.09313148571428571,-0.1177
,1974-10-31,0.05965190909090908,0.161
,1974-11-30,-0.058178171428571415,-0.0451
,1974-12-31,-0.08429282857142856,-0.0345
,1975-01-31,0.17141852,0.1366
,1975-02-28,0.05974685294117646,0.0556
,1975-03-31,0.04810367647058823,0.0266
,1975-04-30,0.02274351428571427,0.0423
,1975-05-31,0.03222696875,0.0519
,1975-06-30,-0.012910843749999994,0.0483
,1975-07-31,-0.013664941176470585,-0.0659
,1975-08-31,-0.05962527272727272,-0.0285
,1975-09-30,-0.04948030303030303,-0.0426
,1975-10-31,0.017694787878787883,0.0531
,1975-11-30,-0.006589235294117635,0.0264
,1975-12-31,-0.007314666666666669,-0.016
,1976-01-31,0.13310416129032257,0.1216
,1976-02-29,0.052298333333333336,0.0032
,1976-03-31,-0.02993490909090908,0.0232
,1976-04-30,-0.01275699999999999,-0.0149
,1976-05-31,-0.03598706060606059,-0.0134
,1976-06-30,0.02577857575757575,0.0405
,1976-07-31,0.03651721212121211,-0.0107
,1976-08-31,7.857575757575213e-05,-0.0056
,1976-09-30,0.014543030303030297,0.0207
,1976-10-31,-0.011345121212121216,-0.0242
,1976-11-30,-0.00747081818181817,0.0036
,1976-12-31,0.07299183870967739,0.0565
,1977-01-31,-0.04615388235294117,-0.0405
,1977-02-28,0.004315406250000001,-0.0194
,1977-03-31,-0.010644838709677416,-0.0137
,1977-04-30,0.019779906250000003,0.0015
,1977-05-31,-0.0053356333333333394,-0.0145
,1977-06-30,0.019749249999999993,0.0471
,1977-07-31,0.0093410625,-0.0169
,1977-08-31,-0.0051783870967741915,-0.0175
,1977-09-30,-0.01392406451612903,-0.0027
,1977-10-31,-0.042124133333333334,-0.0438
,1977-11-30,0.04214870967741936,0.04
,1977-12-31,0.010263838709677417,0.0027
,1978-01-31,0.0011190967741935547,-0.0601
,1978-02-28,-0.006366166666666669,-0.0138
,1978-03-31,0.03853986666666665,0.0285
,1978-04-30,0.05938965624999998,0.0788
,1978-05-31,0.04197906666666666,0.0176
,1978-06-30,0.013212400000000008,-0.0169
,1978-07-31,0.03725053124999999,0.0511
,1978-08-31,0.023092931034482764,0.0375
,1978-09-30,-0.012645903225806453,-0.0143
,1978-10-31,-0.1542585806451613,-0.1191
,1978-11-30,0.03396903225806451,0.0271
,1978-12-31,-0.026292937500000002,0.0088
,1979-01-31,0.07386946666666667,0.0423
,1979-02-28,-0.019148741935483875,-0.0356
,1979-03-31,0.050142633333333325,0.0568
,1979-04-30,0.020922911764705884,-0.0006
,1979-05-31,-0.042535999999999984,-0.0221
,1979-06-30,0.008977571428571425,0.0385
,1979-07-31,0.004965028571428562,0.0082
,1979-08-31,0.03157348571428571,0.0553
,1979-09-30,-0.048315972222222205,-0.0082
,1979-10-31,-0.10256019444444443,-0.081
,1979-11-30,0.03217222222222223,0.0521
,1979-12-31,0.03427873529411764,0.0179
,1980-01-31,0.013364096774193538,0.0551
,1980-02-29,-0.0004293714285714331,-0.0122
,1980-03-31,-0.1590299722222222,-0.129
,1980-04-30,0.06442782352941175,0.0397
,1980-05-31,0.03435071428571429,0.0526
,1980-06-30,0.05301002777777777,0.0306
,1980-07-31,0.07215622857142855,0.0649
,1980-08-31,0.016359485714285717,0.018
,1980-09-30,-0.03477697222222222,0.0219
,1980-10-31,-0.023655600000000006,0.0106
,1980-11-30,-0.02191874285714284,0.0959
,1980-12-31,-0.04906376470588235,-0.0452
,1981-01-31,-0.017949029411764704,-0.0504
,1981-02-28,0.01757644736842104,0.0057
,1981-03-31,0.048270315789473675,0.0356
,1981-04-30,-0.015684710526315794,-0.0211
,1981-05-31,0.015126289473684211,0.0011
,1981-06-30,-0.03694902702702702,-0.0236
,1981-07-31,-0.04760833333333333,-0.0154
,1981-08-31,-0.08181127027027027,-0.0704
,1981-09-30,-0.09113578378378379,-0.0717
,1981-10-31,0.03146486486486487,0.0492
,1981-11-30,0.033172567567567576,0.0336
,1981-12-31,-0.04780686842105263,-0.0365
,1982-01-31,0.008169918918918918,-0.0324
,1982-02-28,-0.03247040384615384,-0.0586
,1982-03-31,0.03468717647058822,-0.0187
,1982-04-30,0.04041085714285714,0.0327
,1982-05-31,-0.042093283018867916,-0.0399
,1982-06-30,-0.023453461538461534,-0.0309
,1982-07-31,-0.009626880000000006,-0.0319
,1982-08-31,0.04477907999999999,0.1114
,1982-09-30,0.019544411764705883,0.0129
,1982-10-31,0.07125024489795916,0.113
,1982-11-30,0.05758971428571427,0.0467
,1982-12-31,-0.026175375,0.0055
,1983-01-31,0.05205785106382978,0.036
,1983-02-28,0.04127057142857142,0.0259
,1983-03-31,0.02838202127659574,0.0282
,1983-04-30,0.09109927659574468,0.0667
,1983-05-31,0.0332419375,0.0052
,1983-06-30,0.03720545238095238,0.0307
,1983-07-31,-0.038646187500000005,-0.0407
,1983-08-31,-0.019503285714285702,-0.005
,1983-09-30,0.003937439999999993,0.0091
,1983-10-31,-0.03994443137254902,-0.0344
,1983-11-30,0.006961470588235283,0.0216
,1983-12-31,-0.028148607843137264,-0.0178
,1984-01-31,-0.03256459615384616,-0.0192
,1984-02-29,-0.04189695918367347,-0.0482
,1984-03-31,0.006093019607843136,0.0063
,1984-04-30,-0.048397359999999987,-0.0051
,1984-05-31,-0.04310766666666667,-0.0597
,1984-06-30,0.007028307692307695,0.0182
,1984-07-31,-0.06367111320754718,-0.0274
,1984-08-31,0.0472946923076923,0.1028
,1984-09-30,-0.02949132692307692,-0.008
,1984-10-31,-0.02254138461538461,-0.0084
,1984-11-30,-0.050799333333333335,-0.0176
,1984-12-31,0.008470269230769226,0.0184
,1985-01-31,0.06495931999999999,0.0799
,1985-02-28,0.013786903846153845,0.0122
,1985-03-31,0.02636530188679245,-0.0084
,1985-04-30,-0.022210314814814815,-0.0096
,1985-05-31,0.009420054545454545,0.0509
,1985-06-30,-0.008534111111111105,0.0127
,1985-07-31,0.004814722222222228,-0.0074
,1985-08-31,-0.000517581818181824,-0.0102
,1985-09-30,-0.039582163636363625,-0.0454
,1985-10-31,-0.020708890909090914,0.0402
,1985-11-30,0.030495156862745086,0.0648
,1985-12-31,0.04101724074074073,0.0388
,1986-01-31,0.021618529411764703,0.0065
,1986-02-28,0.028760480769230767,0.0713
,1986-03-31,0.07296418749999997,0.0488
,1986-04-30,0.03652177999999999,-0.0131
,1986-05-31,0.012317423076923075,0.0462
,1986-06-30,0.01248064705882353,0.0103
,1986-07-31,-0.09714480769230768,-0.0645
,1986-08-31,0.012645653846153848,0.0607
,1986-09-30,-0.05597759615384614,-0.086
,1986-10-31,-0.00423078431372549,0.0466
,1986-11-30,-0.0004947115384615372,0.0117
,1986-12-31,-0.02629256,-0.0327
,1987-01-31,0.07332273584905659,0.1247
,1987-02-28,0.0411752857142857,0.0439
,1987-03-31,0.01564766,0.0164
,1987-04-30,-0.021631591836734698,-0.0211
,1987-05-31,0.009562254901960773,0.0011
,1987-06-30,0.002725792452830186,0.0394
,1987-07-31,0.007501019230769238,0.0385
,1987-08-31,0.024078096153846144,0.0352
,1987-09-30,-0.02578831372549019,-0.0259
,1987-10-31,-0.2636082884615385,-0.2324
,1987-11-30,-0.04358086,-0.0777
,1987-12-31,0.02799549056603773,0.0681
,1988-01-31,0.03109183999999999,0.0421
,1988-02-29,0.02535670588235293,0.0475
,1988-03-31,0.0277427551020408,-0.0227
,1988-04-30,0.0118353,0.0056
,1988-05-31,-0.01975266666666666,-0.0029
,1988-06-30,0.03037366666666666,0.0479
,1988-07-31,-0.01971902040816326,-0.0125
,1988-08-31,-0.024918420000000004,-0.0331
,1988-09-30,0.009792041666666668,0.033
,1988-10-31,-0.01899022000000001,0.0115
,1988-11-30,-0.027948557692307696,-0.0229
,1988-12-31,0.029758519230769227,0.0149
,1989-01-31,0.042360729166666666,0.061
,1989-02-28,-0.017356819999999995,-0.0225
,1989-03-31,0.012940905660377353,0.0157
,1989-04-30,0.019615576923076923,0.0433
,1989-05-31,0.003932288461538463,0.0335
,1989-06-30,-0.01166384905660378,-0.0135
,1989-07-31,0.04426062745098038,0.072
,1989-08-31,-0.041522884615384614,0.0144
,1989-09-30,-0.012351379999999999,-0.0076
,1989-10-31,-0.08811963461538462,-0.0367
,1989-11-30,0.0012101346153846077,0.0103
,1989-12-31,-0.009005000000000013,0.0116
,1990-01-31,-0.07142821153846153,-0.0785
,1990-02-28,-0.0015941666666666656,0.0111
,1990-03-31,0.010969226415094336,0.0183
,1990-04-30,-0.010034537037037026,-0.0336
,1990-05-31,0.04445831481481481,0.0842
,1990-06-30,-0.022150388888888903,-0.0109
,1990-07-31,-0.05007254545454545,-0.019
,1990-08-31,-0.10276826315789472,-0.1015
,1990-09-30,-0.07672277586206896,-0.0612
,1990-10-31,-0.03372245614035086,-0.0192
,1990-11-30,-0.0027546964285714353,0.0635
,1990-12-31,0.017376583333333327,0.0246
,1991-01-31,-0.022341684210526316,0.0469
,1991-02-28,0.06635138596491226,0.0719
,1991-03-31,0.04396563157894735,0.0265
,1991-04-30,0.005721056603773586,-0.0028
,1991-05-31,0.01435337931034483,0.0365
,1991-06-30,-0.025484660714285703,-0.0494
,1991-07-31,0.010494754716981133,0.0424
,1991-08-31,-0.017562425925925926,0.0232
,1991-09-30,0.011339767857142857,-0.0159
,1991-10-31,0.004531672727272724,0.0129
,1991-11-30,-0.054832849056603766,-0.0419
,1991-12-31,0.03720764912280701,0.1084
,1992-01-31,0.03215251923076924,-0.0059
,1992-02-29,0.01772770370370371,0.0109
,1992-03-31,0.004353392857142856,-0.0266
,1992-04-30,0.008890482758620685,0.0107
,1992-05-31,-0.026902068965517247,0.003
,1992-06-30,-0.049272298245614014,-0.0234
,1992-07-31,0.009455857142857143,0.0377
,1992-08-31,-0.004207333333333344,-0.0238
,1992-09-30,-0.005839245614035083,0.0119
,1992-10-31,-0.0026580169491525326,0.0102
,1992-11-30,0.025769283333333327,0.0413
,1992-12-31,0.02441754098360657,0.0153
,1993-01-31,0.021938214285714283,0.0093
,1993-02-28,-0.028051661290322577,0.0012
,1993-03-31,0.05119488709677419,0.023
,1993-04-30,-0.009405822580645156,-0.0305
,1993-05-31,0.05932744999999999,0.0289
,1993-06-30,-0.03429316176470587,0.0031
,1993-07-31,-0.036543200000000005,-0.0034
,1993-08-31,0.017408362318840576,0.0371
,1993-09-30,0.020936351351351357,-0.0012
,1993-10-31,-0.011460802631578944,0.0141
,1993-11-30,-0.041890113924050634,-0.0189
,1993-12-31,0.011603835443037967,0.0165
,1994-01-31,0.031712358974358965,0.0287
,1994-02-28,-0.010252773809523804,-0.0255
,1994-03-31,-0.04652679069767441,-0.0478
,1994-04-30,-0.040517797752809,0.0068
,1994-05-31,-0.047025307692307686,0.0058
,1994-06-30,-0.09522410638297872,-0.0303
,1994-07-31,0.003996719101123597,0.0282
,1994-08-31,0.030233698924731177,0.0401
,1994-09-30,-0.04395026881720431,-0.0231
,1994-10-31,-0.03148043010752689,0.0134
,1994-11-30,-0.06272845652173913,-0.0404
,1994-12-31,-0.007713064516129032,0.0086
,1995-01-31,-0.014324788888888884,0.018
,1995-02-28,0.01731206315789473,0.0363
,1995-03-31,0.027269455555555558,0.0219
,1995-04-30,-0.0003085473684210499,0.0211
,1995-05-31,0.004915093750000002,0.029
,1995-06-30,0.012087416666666663,0.0272
,1995-07-31,0.00448654081632652,0.0372
,1995-08-31,-0.030063619999999996,0.0055
,1995-09-30,-0.00910777142857143,0.0335
,1995-10-31,-0.06129530476190477,-0.0152
,1995-11-30,-0.022305386138613863,0.0396
,1995-12-31,-0.061840018691588776,0.0103
,1996-01-31,0.010177460784313723,0.0226
,1996-02-29,-0.004509314285714292,0.0133
,1996-03-31,0.0006187383177570114,0.0073
,1996-04-30,0.03371762264150943,0.0206
,1996-05-31,-0.005942485981308414,0.0236
,1996-06-30,-0.04979743636363636,-0.0114
,1996-07-31,-0.11854888034188034,-0.0597
,1996-08-31,-0.017867247706422017,0.0277
,1996-09-30,-0.03559282051282051,0.0501
,1996-10-31,-0.06683303389830507,0.0086
,1996-11-30,-0.02371463025210084,0.0625
,1996-12-31,-0.06708435294117646,-0.017
,1997-01-31,0.008344051724137921,0.0499
,1997-02-28,-0.007980364406779662,-0.0049
,1997-03-31,-0.04490554166666666,-0.0503
,1997-04-30,-0.049120471074380154,0.0404
,1997-05-31,0.01582199999999999,0.0674
,1997-06-30,-0.040106361344537815,0.041
,1997-07-31,0.0004908181818181843,0.0733
,1997-08-31,-0.013401642276422761,-0.0415
,1997-09-30,0.023397401709401706,0.0535
,1997-10-31,-0.06159947154471545,-0.038
,1997-11-30,-0.06656452032520326,0.0298
,1997-12-31,-0.07348678861788618,0.0132
,1998-01-31,0.010007426086956513,0.0015
,1998-02-28,0.00577659829059829,0.0704
,1998-03-31,-0.0157806551724138,0.0476
,1998-04-30,-0.02204919512195122,0.0073
,1998-05-31,-0.04206203676470588,-0.0307
,1998-06-30,-0.04794310144927536,0.0318
,1998-07-31,-0.0582439328358209,-0.0246
,1998-08-31,-0.17910558208955224,-0.1608
,1998-09-30,-0.02016685606060606,0.0615
,1998-10-31,0.0061010000000000005,0.0713
,1998-11-30,-0.026764914062499996,0.061
,1998-12-31,-0.034655530303030306,0.0616
,1999-01-31,-0.00013979338842975498,0.035
,1999-02-28,-0.028495776923076924,-0.0408
,1999-03-31,-0.038749962121212116,0.0345
,1999-04-30,0.012184747899159664,0.0433
,1999-05-31,0.016871191999999993,-0.0246
,1999-06-30,-0.031437305343511454,0.0477
,1999-07-31,-0.023252671755725183,-0.0349
,1999-08-31,-0.06242452671755725,-0.0138
,1999-09-30,-0.03767835294117647,-0.0279
,1999-10-31,-0.050129548148148156,0.0612
,1999-11-30,-0.04805821538461538,0.0337
,1999-12-31,-0.057076658914728684,0.0772
,2000-01-31,-0.029551513043478254,-0.0474
,2000-02-29,-0.034524215999999996,0.0245
,2000-03-31,-0.011781669172932333,0.052
,2000-04-30,-0.05409470370370371,-0.064
,2000-05-31,-0.05112039705882353,-0.0442
,2000-06-30,-0.019523787878787877,0.0464
,2000-07-31,-0.030529838235294114,-0.0251
,2000-08-31,-0.004082595238095244,0.0703
,2000-09-30,-0.05968189781021897,-0.0545
,2000-10-31,-0.07139590977443606,-0.0276
,2000-11-30,-0.08565055474452554,-0.1072
,2000-12-31,-0.06550646511627907,0.0119
,2001-01-31,-0.0003654310344827598,0.0313
,2001-02-28,-0.05928552307692308,-0.1005
,2001-03-31,-0.03779704615384615,-0.0726
,2001-04-30,-0.03929095419847328,0.0794
,2001-05-31,-0.008596362903225808,0.0072
,2001-06-30,-0.04194046923076923,-0.0194
,2001-07-31,-0.0614080895522388,-0.0213
,2001-08-31,-0.024258353383458647,-0.0646
,2001-09-30,-0.12928520000000002,-0.0925
,2001-10-31,-0.05159848818897637,0.0246
,2001-11-30,0.011149943999999992,0.0754
,2001-12-31,-0.011037914062499996,0.016
,2002-01-31,0.0040606165413533775,-0.0144
,2002-02-28,-0.017919390625,-0.0229
,2002-03-31,0.011554442622950814,0.0424
,2002-04-30,0.0024794724409448817,-0.052
,2002-05-31,-0.03606878125,-0.0138
,2002-06-30,-0.0635330930232558,-0.0721
,2002-07-31,-0.08919001515151515,-0.0818
,2002-08-31,-0.04003518181818182,0.005
,2002-09-30,-0.1059727,-0.1035
,2002-10-31,-0.05723158399999999,0.0784
,2002-11-30,-0.024624404580152675,0.0596
,2002-12-31,-0.039732560606060605,-0.0576
,2003-01-31,-0.06999545161290323,-0.0257
,2003-02-28,-0.0592911015625,-0.0188
,2003-03-31,-0.038862076335877856,0.0109
,2003-04-30,0.0052119354838709615,0.0822
,2003-05-31,-0.007140467213114761,0.0605
,2003-06-30,0.010530295081967213,0.0142
,2003-07-31,-0.04373586885245901,0.0235
,2003-08-31,-0.03705112977099237,0.0234
,2003-09-30,0.014357748031496058,-0.0124
,2003-10-31,0.000774014925373128,0.0608
,2003-11-30,-0.0009254806201550368,0.0135
,2003-12-31,0.021429815999999994,0.0429
,2004-01-31,-0.006967701612903227,0.0215
,2004-02-29,-0.0035578992248062047,0.014
,2004-03-31,-0.006916770370370378,-0.0132
,2004-04-30,-0.02760564615384616,-0.0183
,2004-05-31,-0.04793237404580153,0.0117
,2004-06-30,-0.02378205263157895,0.0186
,2004-07-31,-0.05587437593984962,-0.0406
,2004-08-31,-0.04780298550724637,0.0008
,2004-09-30,0.0035914159999999983,0.016
,2004-10-31,-0.0034212406015037625,0.0143
,2004-11-30,0.015217857142857135,0.0454
,2004-12-31,0.0030918837209302245,0.0343
,2005-01-31,-0.02481013178294574,-0.0276
,2005-02-28,-0.013254242424242427,0.0189
,2005-03-31,-0.036291755555555555,-0.0197
,2005-04-30,-0.05949058208955223,-0.0261
,2005-05-31,-0.023505338235294118,0.0365
,2005-06-30,-0.014388598425196852,0.0057
,2005-07-31,-0.011960753731343287,0.0392
,2005-08-31,-0.06905256818181818,-0.0122
,2005-09-30,-0.02245646031746032,0.0049
,2005-10-31,-0.05449063846153846,-0.0202
,2005-11-30,-0.023458740157480312,0.0361
,2005-12-31,-0.01593341085271318,-0.0025
,2006-01-31,-0.010148283333333336,0.0304
,2006-02-28,-0.014395841269841269,-0.003
,2006-03-31,-0.027503555555555552,0.0146
,2006-04-30,-0.009958796747967482,0.0073
,2006-05-31,-0.065826609375,-0.0357
,2006-06-30,-0.01917795384615385,-0.0035
,2006-07-31,-0.046919680000000005,-0.0078
,2006-08-31,-0.014174055555555554,0.0203
,2006-09-30,-0.03694487596899224,0.0184
,2006-10-31,-0.0022435503875969038,0.0323
,2006-11-30,-0.0137511328125,0.0171
,2006-12-31,-0.018761896000000007,0.0087
,2007-01-31,0.0035072644628099123,0.014
,2007-02-28,-0.023038706349206347,-0.0196
,2007-03-31,-0.027501846774193546,0.0068
,2007-04-30,-0.024597508196721317,0.0349
,2007-05-31,-0.028018241666666666,0.0324
,2007-06-30,-0.03448850413223141,-0.0196
,2007-07-31,-0.06592181300813009,-0.0373
,2007-08-31,-0.07003965079365078,0.0092
,2007-09-30,-0.02151636290322581,0.0322
,2007-10-31,-0.0195754435483871,0.018
,2007-11-30,-0.09492445528455286,-0.0483
,2007-12-31,-0.09600372222222221,-0.0087
,2008-01-31,-0.09699681147540985,-0.0636
,2008-02-29,-0.04154304201680672,-0.0309
,2008-03-31,-0.08033295041322312,-0.0093
,2008-04-30,-0.041223834710743805,0.046
,2008-05-31,-0.055283495726495734,0.0186
,2008-06-30,-0.12876805785123968,-0.0844
,2008-07-31,-0.07307557142857143,-0.0077
,2008-08-31,-0.04102244166666667,0.0153
,2008-09-30,-0.12906666666666666,-0.0924
,2008-10-31,-0.20684905737704917,-0.1723
,2008-11-30,-0.11982165354330708,-0.0786
,2008-12-31,-0.09167438655462185,0.0174
,2009-01-31,-0.07364287179487178,-0.0812
,2009-02-28,-0.07832761417322835,-0.101
,2009-03-31,-0.049501737288135596,0.0895
,2009-04-30,0.027786847826086956,0.1018
,2009-05-31,-0.022362129310344835,0.0521
,2009-06-30,-0.03263583035714286,0.0043
,2009-07-31,0.014220707964601764,0.0772
,2009-08-31,-0.012092724137931034,0.0333
,2009-09-30,-0.0034396173913043577,0.0408
,2009-10-31,-0.06917383333333332,-0.0259
,2009-11-30,-0.03694964655172414,0.0556
,2009-12-31,-0.05701147899159664,0.0275
,2010-01-31,-0.025674539130434784,-0.0336
,2010-02-28,-0.03792149579831932,0.034
,2010-03-31,-0.0005159416666666728,0.0631
,2010-04-30,-0.02141085840707965,0.02
,2010-05-31,-0.09687799999999999,-0.0789
,2010-06-30,-0.0741977868852459,-0.0557
,2010-07-31,-0.011668876033057853,0.0693
,2010-08-31,-0.05987194915254237,-0.0477
,2010-09-30,-0.01184590677966102,0.0954
,2010-10-31,0.0011764049586776828,0.0388
,2010-11-30,-0.04950071074380166,0.006
,2010-12-31,0.0072351694915254216,0.0682
,2011-01-31,-0.00475180165289256,0.0199
,2011-02-28,-0.019143974999999997,0.0349
,2011-03-31,-0.027021120967741934,0.0046
,2011-04-30,-0.017950717948717956,0.029
,2011-05-31,-0.05044303225806451,-0.0127
,2011-06-30,-0.05989099218749999,-0.0175
,2011-07-31,-0.033989851239669425,-0.0235
,2011-08-31,-0.07516701652892561,-0.0599
,2011-09-30,-0.10499346341463414,-0.0759
,2011-10-31,-0.012744770491803285,0.1135
,2011-11-30,-0.04936296694214876,-0.0028
,2011-12-31,-0.04939420161290322,0.0074
,2012-01-31,-0.001779239316239321,0.0505
,2012-02-29,0.019925226890756296,0.0442
,2012-03-31,-0.01484172950819672,0.0311
,2012-04-30,-0.024291080645161292,-0.0085
,2012-05-31,-0.06874137398373985,-0.0619
,2012-06-30,-0.004452558333333341,0.0389
,2012-07-31,-0.04625182926829269,0.0079
,2012-08-31,-0.019313240000000006,0.0255
,2012-09-30,0.0015034603174603125,0.0273
