,ABEV,ABUD,ABV,ABW,ACCOB,ADC,ADSO,AED,AFTI,BACA,BAS,BBR,BBRL,BEAM,BEER,BF,BFD,BJD,BORN,BREW,BRH,BUD,CCU,CDB,CDG,CDL,CEDC,CFN,CGAS,CHLN,CKB,CNB,CNWN,CREG,CU,CUE,DCS,DEO,DIL,DR,DRE,FAL,FALB,FO,GBL,GDS,GENBB,GHB,GRRR,GWT,HAN,HBL,HIR,HOOK,HTC,IBCO,JACQ,KNBWY,LONE,LQU,MGPI,MLB,MWGP,NBW,NDC,OLYB,PABT,PFB,PTBC,PTT,RAIN,RG,RGLD,RKY,ROX,RUM,RUP,SAM,SBR,SFR,SH,SLZ,STZ,SXC,TAP,TBVT,TFI,TFZ,THT,THTR,TYLR,VCO,VO,FARM,GMCR,JVA,PEET,Excess Return on the Market,Small-Minus-Big Return,High-Minus-Low Return,Momentum Factor,USREC
1986-02-28,,,,11.875,25.5,,,,-0.171875,-38.5,,,,,,,46.125,,,,,44.125,,,55.75,,,,,-5.625,8.5,,,,,,,,,37.5,,,-5.375,,,27.625,-52.75,23.0,,,,,,,,,,-51.125,,,,,,,,,,,-22.5,,,,,,,,,,,,,,,,,,,,,,,,54.0,-48.25,,,,0.0713,-0.005600000000000001,-0.0077,0.0278,0
1986-03-31,,,,12.875,27.625,,,,,-36.75,,,,,,,52.375,,,,,47.75,,,65.25,,,,,-5.75,11.25,,,,,,,,,43.5,,,-5.3125,,,30.875,-52.0,26.125,,,,,,,,,,-68.0625,,,,,,,,,,,-22.5,,,,,,,,,,,,,,,,,,,,,,,,52.375,49.875,,,,0.048799999999999996,-0.0058,-0.0037,0.0245,0
1986-04-30,,,,10.625,28.25,,,,,-35.0,,,,,,,49.5,,,,,46.0,,,63.25,,,,,-5.875,10.875,,,,,,,,,41.375,,,-6.125,,,30.25,-50.0,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.125,-50.75,,,,-0.0131,0.0278,-0.0286,-0.005,0
1986-06-30,,,,-9.75,31.625,,,,,-34.5,,,,,,,59.125,,,,,56.5,,,84.0,,,,,-6.375,10.25,,,,,,,,,39.75,,,-8.3125,,,37.0,-50.25,28.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.625,-53.25,,,,0.0103,-0.0095,0.013000000000000001,0.0516,0
1986-07-31,,,,-10.1875,30.125,,,,,-36.0,,,,,,,56.375,,,,,56.25,,,32.3125,,,,,-6.375,9.625,,,,,,,,,32.125,,,-7.3125,,,34.5,-52.75,27.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.25,49.5,,,,-0.0645,-0.0336,0.047,0.018000000000000002,0
1986-09-30,,,,11.75,24.0,,,,,-37.5,,,,,,,2.28125,,,,,24.375,,,29.0,,,,,-6.125,9.125,,,,,,,,,40.125,,,-7.375,,,41.25,-54.0,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.125,-45.375,,,,-0.086,0.0236,0.0322,-0.058600000000000006,0
1986-10-31,,,,11.375,26.0,,,,,-37.5,,,,,,,54.0625,,,,,26.5,,,27.25,,,,,-5.375,9.75,,,,,,,,,45.0,,,-7.5625,,,38.0,-51.0,24.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.625,50.5,,,,0.0466,-0.025,-0.014199999999999999,0.0269,0
1986-12-31,,,,13.25,24.0,,,,,,,,,,,,56.75,,,,,26.125,,,21.875,,,,,-5.5,9.5,,,,,,,,,42.625,,,-6.875,,,32.625,-45.5,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.75,51.0,,,,-0.0327,0.0013,0.0036,0.004,0
1987-03-31,,,,12.5,26.375,,,,,,,,,,,,69.4375,,,,,33.125,,,-0.125,,,,,-6.5,13.5,,,,,,,,,62.75,,,-6.125,,,34.375,-51.75,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.875,70.0,,,,0.016399999999999998,0.0045000000000000005,0.0161,0.016,0
1987-04-30,,,,13.0,27.5,,,,,,,,,,,,44.875,,,,,34.75,,,1.5,,,,,-6.25,-13.75,,,,,,,,,69.375,,,-7.4375,,,32.875,-51.5,29.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.125,67.0,,,,-0.021099999999999997,-0.0169,-0.0039000000000000003,0.0026,0
1987-06-30,,,,10.5,22.875,,,,,,,,,,,,44.6875,,,,,34.0,,,16.9375,,,,,8.0,,,,,,,,,,67.875,,,-8.0625,,,-33.125,-54.25,26.625,,17.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.375,73.5,,,,0.0394,-0.0212,0.0104,-0.002,0
1987-07-31,,,,9.75,25.875,,,,,,,,,,,,45.125,,,,,37.625,,,15.375,,,,,7.5,,,,,,,,,,69.25,,,-9.3125,,,29.125,-57.375,30.0,,18.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5,74.0,,,,0.0385,-0.0066,0.0073,0.026699999999999998,0
1987-08-31,,,,-9.375,25.5,,,,,,,,,,,43.0,,,,,,38.125,,,16.1875,,,,,7.75,,,,,,,,,,73.375,,,-9.5,,,28.625,-57.3125,33.5,,18.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.625,65.0,,,,0.0352,-0.0077,-0.0095,-0.0087,0
1987-09-30,,,,9.25,25.0,,,,,,,,,,,41.4375,,,,,,37.0,,,14.4375,,,,,7.5,,,,,,,,,,83.75,,,-9.5,,,30.5,-59.0,40.625,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.75,72.0,,,,-0.0259,0.005600000000000001,0.003,0.0070999999999999995,0
1987-11-30,,,,8.5,16.375,,,,,,,,,,,27.6875,,,,,,29.75,,,9.9375,,,,,6.75,,,,,,,,,,58.375,,,-8.5625,,,24.625,-46.0,40.0,,15.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.25,56.0,,,,-0.07769999999999999,0.0275,0.0296,-0.011399999999999999,0
1987-12-31,,,,-9.875,16.875,,,,,,,,,,,32.8125,,,,,,33.375,,,10.5625,,,,,6.5,,,,,,,,,,72.25,,,-9.125,,,23.375,-43.25,40.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5,55.0,,,,0.0681,0.0012,-0.043899999999999995,0.0583,0
1988-02-29,,,,-13.75,20.0,,,,,,,,,,,45.25,,,,,,32.875,,,12.4375,,,,,6.75,,,,,,79.625,,,,,,,-10.0,,,25.0,-52.0,40.625,,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,57.0,,,,0.0475,0.0334,-0.0169,-0.0154,0
1988-03-31,,,,13.25,19.75,,,,,,,,,,,45.0,,,,,,31.875,,,12.3125,,,,,9.0,,,,,,90.5,,,,,,,-9.5,,,25.0,-48.75,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.625,60.0,,,,-0.0227,0.061399999999999996,0.0074,0.0063,0
1988-05-31,,,,-11.625,18.75,,,,,,,,,,,44.9375,,,,,,30.875,,,11.25,,,,,10.75,,,,,,77.875,,,,,,,-11.25,,,24.375,-44.75,,,-20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.125,59.0,,,,-0.0029,-0.026099999999999998,0.0242,0.0064,0
1988-06-30,,,,-10.1875,19.25,,,,,,,,,,,47.0,,,,,,31.875,,,9.875,,,,,10.75,,,,,,102.5,,,,,,,-11.8125,,,23.875,-45.125,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.375,64.0,,,,0.0479,0.021,-0.012199999999999999,-0.0291,0
1988-08-31,,,,10.375,20.125,,,,,,,,,,,42.4375,,,,,,29.875,,,-0.25,,,,,10.5,,,,,,92.25,,,,,,,-13.5,,,-20.6875,-47.375,,,20.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,61.0,,,,-0.0331,0.0004,0.021,0.0033,0
1988-09-30,,,,-11.25,20.125,,,,,,,,,,,48.1875,,,,,,33.125,,,10.25,,,,,10.25,,,,,,99.25,,,,,,,-12.375,,,22.125,-44.75,,,19.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.75,64.0,,,,0.033,-0.013000000000000001,-0.0075,0.0023,0
1988-10-31,,,,-11.125,20.125,,,,,,,,,,,51.125,,,,,,32.25,,,8.9375,,,,,10.5,,,,,,101.625,,,,,,,-12.25,,,22.25,-42.25,,,-19.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,67.0,,,,0.0115,-0.0292,0.0169,0.0131,0
1988-11-30,,,,-11.0625,19.0,,,,,,,,,,,52.8125,,,,,,31.875,,,-0.03125,,,,,10.5,,,,,,97.5,,,,,,,-10.25,,,21.375,-40.0,,,19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,-66.0,,,,-0.0229,-0.0171,0.013000000000000001,0.0042,0
1989-01-31,,,,11.0,18.875,,,,,,,,,,,62.625,,,,,,34.0,,,9.5,,,,,10.5,,,,,,57.75,,,,,,,-11.625,,,25.25,-50.75,,,20.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.125,66.5,,,,0.061,-0.0222,0.0062,-0.0014000000000000002,0
1989-02-28,,,,11.0,18.5,,,,,,,,,,,59.4375,,,,,,33.625,,,-0.34375,,,,,14.5,,,,,,55.25,,,,,,,-11.5,,,25.625,-45.75,,,19.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,66.0,,,,-0.0225,0.0282,0.009300000000000001,0.009399999999999999,0
1989-03-31,,,,-10.8125,18.375,,,,,,,,,,,61.1875,,,,,,35.25,,,8.5625,,,,,12.375,,,,,,49.875,,,,,,,-11.625,,,25.25,-44.0,,,19.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.625,-66.75,,,,0.015700000000000002,0.0067,0.0054,0.0356,0
1989-05-31,,,,11.25,18.5,,,,,,,,,,,61.0625,,,,,,42.625,,,10.5625,,,,,12.375,,,,,,43.125,,,,,,,,,,26.75,-43.75,,,19.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,76.0,,,,0.0335,-0.0005,-0.0087,0.015600000000000001,0
1989-06-30,,,,-10.8125,18.625,,,,,,,,,,,63.25,,,,,,41.75,,,-9.96875,,,,,12.5,,,,,,38.875,,,,,,,,,,25.75,-41.75,,,-20.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,79.0,,,,-0.013500000000000002,-0.0102,0.0223,0.0063,0
1989-07-31,,,,12.75,20.875,,,,,,,,,,,76.9375,,,,,,45.875,,,11.0,,,,,11.5,,,,,,41.375,,,,,,,,,,25.125,-38.25,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,80.5,,,,0.07200000000000001,-0.0416,-0.0279,0.0541,0
1989-08-31,,,,,21.125,,,,,,,,,,,74.625,,,,,,42.25,,,10.75,,,,,11.75,,,,,,46.0,,,,,,,,,,25.25,-39.75,,,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.375,83.0,,,,0.0144,0.005600000000000001,0.006,-0.0015,0
1989-10-31,,,,,19.5,,,,,,,,,,,75.75,,,,,,37.875,,,11.125,,,,,11.25,,,,,,35.625,,,,,,,,,,23.25,-35.0,,,-20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.375,81.0,,,,-0.036699999999999997,-0.032400000000000005,-0.0111,0.013600000000000001,0
1989-11-30,,,,,21.375,,,,,,,,,,,79.4375,,,,,,36.5,,,-10.90625,,,,,11.0,,,,,,34.125,,,,,,,,,,23.875,-34.625,,,20.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.375,84.0,,,,0.0103,-0.0124,-0.0109,0.0258,0
1990-01-31,,,,,18.5,,,,,,,,,,,72.125,,,,,,37.75,,,11.75,,,,,10.0,,,,,,22.875,,,,,,,,,,23.5,-32.0,,,28.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.875,83.0,,,,-0.0785,-0.0125,0.0085,-0.032799999999999996,0
1990-02-28,,,,,18.375,,,,,,,,,,,74.4375,,,,,,35.125,,,0.0625,,,,,10.25,,,,,,20.5,,,,,,,,,,26.5,-31.125,,,28.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.375,-86.0,,,,0.0111,0.0097,0.0064,-0.0053,0
1990-04-30,,,,,23.125,,,,,,,,,,,61.0,,,,,,37.0,,,11.0,,,,,10.0,,,,,,21.875,,,,,,,,,,26.5,-34.75,,,-29.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.625,-82.5,,,,-0.0336,-0.0045000000000000005,-0.0259,0.024300000000000002,0
1990-05-31,,,,,25.625,,,,,,,,,,,74.25,,,,,,43.0,,,11.6875,,,,,9.5,,,,,,20.5,,,,,,,,,,25.875,-34.875,,,-28.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,85.0,,,,0.0842,-0.0256,-0.0383,0.0305,0
1990-07-31,,,,,24.5,,,,,,,,,,,70.375,,,,,,41.75,,,12.9375,,,,,9.25,,,,,,13.875,,,,,,,,,,22.75,-35.0,,,-30.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.125,84.0,,,,-0.019,-0.030899999999999997,-0.0004,0.0594,0
1990-08-31,,,,,24.75,,,,,,,,,,,66.0,,,,,,39.75,,,-11.3125,,,,,9.25,,,,,,10.875,,,,,,,,,,21.625,-29.0,,,29.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.75,79.5,,,,-0.1015,-0.0356,0.016,0.0176,1
1990-10-31,,,,,24.5,,,,,,,,,,,64.5625,,,,,,36.875,,,9.375,,,,,9.0,,,,,,10.625,,,,,,,,,,17.875,-28.0,,,-27.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.125,80.0,,,,-0.0192,-0.0553,0.0,0.0673,1
1990-11-30,,,,,18.5,,,,,,,,,,,70.125,,,,,,40.0,,,-9.90625,,,,,9.5,,,,,,12.75,,,,,,,,,,-18.1875,-30.0,,,31.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,-81.5,,,,0.0635,0.0045000000000000005,-0.0297,-0.0562,1
1990-12-31,,,,,20.5,,,,,,,,,,,69.9375,,,,,,43.0,,,11.5,,,,,8.875,,,,,,12.25,,,,,,,,,,17.25,-30.5,,,-31.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,-83.0,,,,0.0246,0.008199999999999999,-0.0163,0.0002,1
1991-01-31,,,,,21.875,,,,,,,,,,,0.1875,,,,,,44.25,,,-0.125,,,,,9.5,,,,,,15.375,,,,,,,,,,-17.5625,-30.5,,,-24.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,83.0,,,,0.046900000000000004,0.0383,-0.015700000000000002,-0.0655,1
1991-02-28,,,,,21.125,,,,,,,,,,,76.875,,,,,,47.125,,,13.9375,,,,,-9.0,,,,,,17.375,,,,,,,,,,19.25,-34.25,,,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,94.0,,,,0.0719,0.039900000000000005,-0.0063,-0.0475,1
1991-04-30,,,,,22.375,,,,,,,,,,,0.125,,,,,,51.375,,,20.5,,,,,9.25,,,,,,12.875,,,,,,,,,,21.375,-35.5,,,-14.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.25,-94.0,,,,-0.0028000000000000004,0.0048,0.014499999999999999,-0.024,0
1991-05-31,,,,,23.5,,,,,,,,,,,82.8125,,,,,,51.875,,,20.0,,,,,9.75,,,,,,14.625,,,,,,,,,,18.75,-33.875,,,-14.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.375,96.0,,,,0.0365,-0.004,-0.0049,-0.0009,0
1991-07-31,,,,,20.5,,,,,,,,,,,79.75,,,,,,51.25,,,-22.03125,,,,,10.75,,,,,,12.5,,,,,,,,,,40.875,-35.25,,,-14.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,94.0,,,,0.0424,-0.0091,-0.0132,0.0434,0
1991-09-30,,,,,18.25,,,,,,,,,,,70.5,,,,,,53.5,,,25.75,,,,,10.0,,,,,,14.875,,,,,,,,,,,-37.0,,,-15.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.25,96.75,,,,-0.0159,0.016399999999999998,-0.010700000000000001,0.0173,0
1991-10-31,,,,,18.375,,,,,,,,,,,74.125,,,,,,54.25,,,-26.65625,,,,,9.75,,,,,,13.625,,,,,,,,,,,-37.125,,,14.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.5,-102.0,,,,0.0129,0.008100000000000001,-0.0046,0.0322,0
1991-12-31,,,,,21.0,,,,,,,,,,,-1.0,,,,,,61.5,,,15.8125,,,,,9.75,,,,,,12.375,,,,,,,,,,,41.0,,,-14.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,105.0,,,,0.1084,-0.022400000000000003,-0.0418,0.083,0
1992-01-31,,,,,20.875,,,,,,,,,,,86.9375,,,,,,57.0,,,-20.03125,,,,,9.5,,,,,,14.25,,,,,,,,,,,41.5,,,15.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.75,124.0,,,,-0.0059,0.08460000000000001,0.047,-0.025099999999999997,0
1992-03-31,,,,,18.0,,,,,,,,,,,74.875,,,,,,55.75,,,20.875,,,,,9.0,,,,,,11.75,,,,,,,,,,,43.5,,,-10.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.75,-122.5,,,,-0.026600000000000002,-0.0104,0.0355,-0.0036,0
1992-04-30,,,,,18.375,,,,,,,,,,,78.625,,,,,,52.875,,,22.75,,,,,9.25,,,,,,13.375,,,,,,,,,,,45.25,,,6.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.75,-122.5,,,,0.010700000000000001,-0.060599999999999994,0.0432,-0.0254,0
1992-06-30,,,,,19.625,,,,,,,,,,,79.0,,,,,,55.5,,,,,,,,8.75,,,,,,18.125,,,,,,,,,,,44.25,,,-4.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.875,116.0,,,,-0.023399999999999997,-0.030699999999999998,0.0325,-0.0060999999999999995,0
1992-07-31,,,,,19.5,,,,,,,,,,,83.5,,,,,,55.25,,,,,,,,8.25,,,,,,16.75,,,,,,,,,,,-45.25,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.25,-116.0,,,,0.0377,-0.0051,-0.0055000000000000005,0.0144,0
1992-08-31,,,,,19.875,,,,,,,,,,,84.3125,,,,,,53.875,,,,,,,,8.25,,,,,,13.375,,,,,,,,,,,-45.125,,,-4.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.25,-116.5,,,,-0.023799999999999998,-0.0014000000000000002,-0.0108,-0.0051,0
1992-09-30,,,,,19.125,,,,,,,,,,,87.25,,,,,,55.5,,,,,,,,8.0,,,,,,13.125,,,,,,,,,,,46.25,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.625,114.125,,,,0.011899999999999999,0.0049,-0.0023,0.0143,0
1992-11-30,,,,,20.625,,,,,,,,,,,85.3125,,,,,,59.875,,,,,,,,8.0,,,,,,14.375,,,,,,,,,,,44.75,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,-114.5,,,,0.041299999999999996,0.0379,-0.014199999999999999,-0.0034000000000000002,0
1992-12-31,,,,,16.5,,,,,,,,,,,82.125,,,,,,58.5,,,,,,,,7.0,,,,,,14.25,,,,,,,,,,,40.0,,,4.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.375,118.0,,,,0.015300000000000001,0.0167,0.0265,0.0444,0
1993-03-31,,,,,17.625,,,,,,,,,,,80.75,,,,,,53.125,,,,,,,,6.5,,,,,,11.875,,,,,,,,,,,39.25,,,4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.25,-140.0,,,,0.023,0.0023,0.011899999999999999,0.0374,0
1993-04-30,,,,,17.375,,,,,,,,,,,78.5,,,,,,47.875,,,,,,,,7.25,,,,,,13.375,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,-152.0,,,,-0.0305,-0.0068000000000000005,0.0248,0.0033,0
1993-06-30,,,,,18.625,,,,,,,,,,,85.1875,,,,,,48.5,,,,,,,,7.0,,,,,,19.0,,,,,,,,,,,-35.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.125,151.0,,,,0.0031,-0.0026,0.027200000000000002,0.045700000000000005,0
1993-08-31,,,,,19.5,,,,,,,,,,,77.3125,,,,,,47.75,,,,,,,,5.75,,,,,,22.125,,,,,,,,,,,34.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.125,145.0,,,,0.0371,0.0014000000000000002,0.0014000000000000002,0.0258,0
1993-09-30,,,,,20.875,,,,,,,,,,,2.4375,,,,,,45.875,,,,,,,,5.625,,,,,,21.5,,,,,,,,,,,-35.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.625,-152.5,,,,-0.0012,0.0298,-0.0034999999999999996,0.0341,0
1993-11-30,,,,,17.375,,,,,,,,,,,73.625,,,,,,49.25,,,,,,,,6.25,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.625,135.0,,,,-0.0189,-0.0113,-0.0066,-0.0471,0
1993-12-31,,,,,16.25,,,,,,,,,,,87.25,,,,,,49.125,,,,,,,,6.5,,,,,,,,,,,,,,,,,39.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.125,-137.5,,,,0.0165,0.012,0.0027,0.022799999999999997,0
1994-01-31,,,,,15.875,,,,,,,,,,,86.125,,,,,,49.0,,,,,,,,5.875,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.75,135.0,,,,0.0287,0.0051,0.0128,0.0002,0
1994-02-28,,,,,18.625,,,,,,,,,,,84.875,,,,,,49.75,,,,,,,,5.5,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.625,-132.0,,,,-0.0255,0.027999999999999997,-0.015600000000000001,-0.0029,0
1994-03-31,,,,,18.125,,,,,,,,,,,85.4375,,,,,,53.0,,,,,,,,5.25,,,,,,,,,,,,,,,,,-39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.75,-143.0,,,,-0.0478,-0.011399999999999999,0.0155,-0.013300000000000001,0
1994-05-31,,,,,19.75,,,,,,,,,,,29.0625,,,,,,54.375,,,,,,,,6.0,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.625,-127.5,,,,0.0058,-0.0212,0.006999999999999999,-0.0215,0
1994-06-30,,,,,17.5,,,,,,,,,,,28.0,,,,,,50.75,,,,,,,,6.0,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.25,123.0,,,,-0.030299999999999997,-0.004,0.0167,-0.008199999999999999,0
1994-08-31,,,,,20.375,,,,,,,,,,,30.0625,,,,,,54.5,,,,,,,,6.0,,,,,,,,,,,,,,,,,-39.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,-127.5,,,,0.0401,0.0143,-0.025,0.015600000000000001,0
1994-09-30,,,,,18.5,,,,,,,,,,,27.3125,,,,,,50.875,,,,,,,,6.5,,,,,,,,,,,,,,,,,-39.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.25,-127.5,,,,-0.0231,0.0311,-0.0184,0.013300000000000001,0
1994-10-31,,,,,17.25,,,,,,,,,,,30.75,,,,,,50.75,,,,,,,,6.5,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.875,30.875,-128.0,,,,0.0134,-0.0226,-0.0163,0.0143,0
1994-11-30,,,,,15.75,,,,,,,,,,,0.25,,,,,,49.125,,,,,,,,6.25,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,29.25,124.0,,,,-0.0404,0.0031,-0.0073,-0.002,0
1995-01-31,,,,,16.75,,,,,,,,,,,30.625,,,,,,54.75,,,,,,,,6.0,,,,,,,,,,,,,,,,,-36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75,28.75,-122.0,,,,0.018000000000000002,-0.0344,0.025099999999999997,-0.0182,0
1995-02-28,,,,,16.25,,,,,,,,,,,32.625,,,,,,56.375,,,,,,,,6.75,,,,,,,,,,,,,,,,,-36.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.125,31.0,130.0,,,,0.0363,-0.0066,0.0109,-0.0036,0
1995-03-31,,,,,16.375,,,,,,,,,,,33.5,,,,,,58.75,,,,,,,,7.25,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,31.75,-125.5,,,,0.0219,-0.0021,-0.0208,0.0038,0
1995-05-31,,,,,17.25,,,,,,,,,,,33.125,,,,,,59.125,,,,,,,,7.25,,,,,,,,,,,,,,,,,-37.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,30.0,-127.0,,,,0.028999999999999998,-0.0252,0.0227,-0.0044,0
1995-06-30,,,,,16.375,,,,,,,,,,,33.1875,,,,,,56.875,,,,,,,,7.5,,,,,,,,,,,,,,,,,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.375,34.625,122.5,,,,0.027200000000000002,0.0315,-0.0254,0.028999999999999998,0
