,ABEV,ABUD,ABV,ABW,ACCOB,ADC,ADSO,AED,AFTI,BACA,BAS,BBR,BBRL,BEAM,BEER,BF,BFD,BJD,BORN,BREW,BRH,BUD,CCU,CDB,CDG,CDL,CEDC,CFN,CGAS,CHLN,CKB,CNB,CNWN,CREG,CU,CUE,DCS,DEO,DIL,DR,DRE,FAL,FALB,FO,GBL,GDS,GENBB,GHB,GRRR,GWT,HAN,HBL,HIR,HOOK,HTC,IBCO,JACQ,KNBWY,LONE,LQU,MGPI,MLB,MWGP,NBW,NDC,OLYB,PABT,PFB,PTBC,PTT,RAIN,RG,RGLD,RKY,ROX,RUM,RUP,SAM,SBR,SFR,SH,SLZ,STZ,SXC,TAP,TBVT,TFI,TFZ,THT,THTR,TYLR,VCO,VO,FARM,GMCR,JVA,PEET,Excess Return on the Market,SMB,HML,MOM,USREC
30/04/1975,,,,5.75,,9.125,,,,,,,,,,,13,,,,,,,,,,,,,,2.625,,4.375,,,,,,,14.875,,2.875,,,,5.375,8.75,9.5,,,,43.5,31.5625,,,,,10.5625,9.25,,,,,,4.25,14.5,30.375,,,,3.0625,,,,,,,,,5,,21.5,,,,,2.5,,,1.5,17.5,,29.5,13.75,,,,0.0423,-0.0066,-0.0113,0.0134,0
31/05/1975,,,,5.75,,8.6875,,,,,,,,,,,12.625,,,,,,,,,,,,,,2.75,,4.125,,,,,,,15.25,,,,,,7.625,8,12.125,,,,39.75,32.625,,,,,10.6875,9.25,,,,,,5.75,16.5,28.5,,,,3.0625,,,,,,,,,4.625,,28.375,,,,,2.25,,,1.625,18,,29.75,16.875,,,,0.0519,0.0384,-0.041,-0.0047,0
30/06/1975,,,,5.75,30.75,8.5,,,,,,,,,,,13.625,,,,,,,,,,,,,,2.625,,5.875,,,,,,,15.875,,,3.0625,,,7.75,8.5,11.625,,,,45.75,29.875,,,,,10.9375,9,,,,,,6.1875,15.5,29.375,,,,2.9375,,,,,,,,,4.625,,28,,,,,2.125,,,1.625,18.375,,29.875,18.5,,,,0.0483,0.0086,0.014,0.0006,0
31/07/1975,,,,5.375,30.75,8,,,,,,,,,,,13.625,,,,,,,,,,,,,,2.5,,5.875,,,,,,,16.75,,,3.8125,,,9.375,9,12.5,,,,41.375,31.625,,,,,9.8125,8.875,,,,,,7.625,20,28,,,,3.0625,,,,,,,,,4,,22.5,,,,,2.125,,,1.5,16.125,,30.75,17.375,,,,-0.0659,0.027,0.0169,0.0042,0
31/08/1975,,,,5.125,31,7.75,,,,,,,,,,,11.6875,,,,,,,,,,,,,,2.625,,4.875,,,,,,,15.5,,,2.8125,,,7.6875,9.75,9.875,,,,40.125,30.5,,,,,9.1875,8.375,,,,,,5.5625,19.5,25.625,,,,2.6875,,,,,,,,,3.75,,20.25,,,,,1.625,,,,13.5,,30.125,15.5,,,,-0.0285,-0.0324,-0.0094,-0.0013,0
30/09/1975,,,,5.125,27.875,8.5,,,,,,,,,,,11.4375,,,,,,,,,,,,,,2.75,,4.375,,,,,,,15,,,2.6875,,,7.75,10.5,9.75,,,,41,28.875,,,,,8.9375,8.125,,,,,,5.9375,20.5,20.875,,,,2.6875,,,,,,,,,3.625,,17.75,,,,,1.75,,,,11.625,,27.25,17.5,,,,-0.0426,-0.001,0.0043,0.0032,0
31/10/1975,,,,4.75,27,8,,,,,,,,,,,10.75,,,,,,,,,,,,,,2.75,,4.875,,,,,,,15.625,,,1.9375,,,7.1875,9.875,9.875,,,,43.75,26.125,,,,,9.9375,8,,,,,,5.375,25.25,21,,,,2.1875,,,,,,,,,3.25,,18.75,,,,,1.75,,,,12,,25.375,17,,,,0.0531,-0.0401,0.0027,-0.0014,0
30/11/1975,,,,4.25,25.125,8.375,,,,,,,,,,,11.625,,,,,,,,,,,,,,2.75,,4.125,,,,,,,16.625,,,,,,6.3125,10,8.875,,,,47,29.875,,,,,11.5625,8,,,,,,5.875,23.75,22.5,,,,2.0625,,,,,,,,,3.125,,17.875,,,,,1.6875,,,,15,,29,19.125,,,,0.0264,-0.0121,0.0205,-0.0045,0
31/12/1975,,,,4.125,25.75,7.5,,,,,,,,,,,11.875,,,,,,,,,,,,,,2.5,,3.875,,,,,,,16.25,,,,,,6.875,10.5,9,0.4375,,,46.75,28.375,,,,,11.6875,7.75,,,,,,5.75,23.5,21.625,,,,2.1875,,,,,,,,,2.875,,19.125,,,,,1.375,,,,13.75,,26.375,16,,,,-0.016,-0.0077,0.0169,-0.0012,0
31/01/1976,,,,5.625,26.75,9.125,,,,,,,,,,,14.375,,,,,,,,,,,,,,3.125,,5.125,,,,,,,21.625,,,,,,9.1875,11.125,11.25,0.6875,,,54.875,33.125,,,,,12.1875,8.75,,,,,,6.25,25.5,24.875,,,,2.5625,,,,,,,,,4.125,,22.625,,,,,2,,,,14.625,,31,20.125,,,,0.1216,0.0478,0.0857,0.0446,0
29/02/1976,,,,5.625,25.375,9.125,,,,,,,,,,,14.375,,,,,,,,,,,,,,3.875,,7.375,,,,,,,24.5,,,,,,10.375,13.625,11.25,0.5625,,,57.5,33.5,,,,,12.0625,8.25,,,,,,7.75,22.75,24.375,,,,3.0625,,,,,,,,,4.625,,21.125,,,,,2,,,,16.25,,30.375,20.625,,,,0.0032,0.0704,0.0582,0.0036,0
31/03/1976,,,,5,27.75,8,,,,,,,,,,,13.5,,,,,,,,,,,,,,3.875,,6.375,,,,,,,25.375,,,,,,11,13.875,10.75,0.9375,,,55,30.8125,,,,,12.8125,8.5,,,,,,7,25.75,25.125,,,,3.3125,,,,,,,,,5,,20.625,,,,,2.125,,,,15.625,,27.75,18.375,,,,0.0232,-0.0118,-0.0011,0.0019,0
30/04/1976,,,,4.5,25.625,8.875,,,,,,,,,,,12.75,,,,,,,,,,,,,,3.5,,5.375,,,,,,,24.75,,,,,,8.4375,12.375,12.875,1.6875,,,50.25,30.25,,,,,13.4375,9,,,,,,6.375,28.5,26.375,,,,4.4375,,,,,,,,,7.875,,20.875,,,,,1.75,,,,13.75,,26,15.125,,,,-0.0149,-0.0011,-0.0014,0.005,0
31/05/1976,,,,4.875,22.625,9,,,,,,,,,,,12.875,,,,,,,,,,,,,,3.25,,4.375,,,,,,,24.125,,,,,,9.8125,11.625,12.25,1.9375,,,49.875,30.125,,,,,12.5625,8.5,,,,,,5.875,26.5,24.75,,,,4.3125,,,,,,,,,6.25,,18.125,,,,,1.625,,,,12.875,,25.75,11.25,,,,-0.0134,-0.0123,-0.0135,-0.011,0
30/06/1976,,,,5.25,24.5,9.5,,,,,,,,,,,12,,,,,,,,,,,,,,3.375,,4.875,,,,,,,27.25,,,,,,10.75,11.375,12,1.8125,,,49.5,33.125,,,,,13.1875,8.375,,,,,,6,28,24.875,,,,4.0625,,,,,,,,,8,,19.25,,,,,1.5,,,,13.25,,25.25,10.75,,,,0.0405,-0.013,0.0069,-0.0043,0
31/07/1976,,,,5.375,23.375,9.5,,,,,,,,,,,11.5,,,,,,,,,,,,,,3.3125,,5.625,,,,,,,25.625,,,2.75,,,11.625,12.625,14.375,1.5625,,,50.625,30.25,,,,,12.5625,8.25,,,,,,6.875,31.5,25.375,,,,4.4375,,,,,,,,,9.875,,21,,,,,1.5625,,,,13.75,,23.875,9.5,,,,-0.0107,0.0029,0.0173,-0.0012,0
31/08/1976,,,,,23.75,10.125,,,,,,,,,,,12,,,,,,,,,,,,,,,,6.375,,,,,,,25,,,2.875,,,,12.375,14.625,0.9375,,,50.875,31,,,,,11.9375,9.5,,,,,,,35.75,23,,,,4.1875,,,,,,,,,9.25,,18.25,,,,,,,,,15.5,,23.375,9.75,,,,-0.0056,-0.02,0.0081,-0.0085,0
30/09/1976,,,,4.5625,22.25,9.375,,,,,,,,,,,12.875,,,,,,,,,,,,,,2.875,,7.125,,,,,,,24.625,,,3,,,11.375,12.875,15.75,0.6875,,,48.25,31.125,,,,,12.4375,10.1875,,,,,,6.0625,43.75,23.375,,,,4.5625,,,,,,,,,8.625,,17,,,,,1.8125,,,,18.875,,25.75,9.5,,,,0.0207,-0.0002,-0.0029,0.0024,0
31/10/1976,,,,4.5,22.375,9.125,,,,,,,,,,,12.6875,,,,,,,,,,,,,,2.625,,5.625,,,,,,,23.25,,,3.125,,,10.625,12.875,16.125,0.5625,,,43.875,29.875,,,,,11.9375,10.8125,,,,,,5.625,45.75,24,,,,4.8125,,,,,,,,,8.375,,17.5,,,,,1.875,,,,20.125,,23.625,9.125,,,,-0.0242,0.0022,-0.0018,-0.0048,0
30/11/1976,,,,4.625,19.5,9.5,,,,,,,,,,,12.25,,,,,,,,,,,,,,2.625,,4.875,,,,,,,22.375,,,3,,,10.875,13.625,15,0.6875,,,40.75,24.375,,,,,12.3125,10.8125,,,,,,5,45.5,23,,,,6.125,,,,,,,,,6.375,,15.875,,,,,1.4375,,,,20.125,,20,9.125,,,,0.0036,0.0232,0.0151,0.029,0
31/12/1976,,,,5,20.5,10.375,,,,,,,,,,,14.375,,,,,,,,,,,,,,3.125,,7.375,,,,,,,25.125,,,3,,,11.625,16.75,16.25,0.9375,,,41.75,28.625,,,,,15.1875,12.1875,,,,,,5.5,46.5,23.75,,,,6.125,,,,,,,,,7.125,,18.125,,,,,1.75,,,,20.375,,23.5,9.375,,,,0.0565,0.0303,0.0227,0.0077,0
31/01/1977,,,,5.25,19.25,11.25,,,,,,,,,,,13.875,,,,,,,,,,,,,,2.875,,5.625,,,,,,,24.75,,,2.625,,,12.5,17.5,16,0.6875,,,27.625,26,,,,,13.125,,,,,,,5.875,53.5,22.75,,,,5.875,,,,,,,,,6.125,,15.625,,,,,1.75,,,,,,22,9.25,,,,-0.0405,0.0476,0.0427,0.0398,0
28/02/1977,,,,5.125,18.875,11.25,,,,,,,,,,,13.625,,,,,,,,,,,,,,2.75,,4.625,,,,,,,24.25,,,2.625,,,16.625,16.75,16.5,0.5625,,,28.25,27.625,,,,,13.75,,,,,,,5.625,55.5,23.5,,,,5.875,,,,,,,,,6,,15.375,,,,,1.75,,,,,,23,8.625,,,,-0.0194,0.0104,0.0047,0.0035,0
31/03/1977,,,,5.5,18.125,9.875,,,,,,,,,,,14.3125,,,,,,,,,,,,,,2.625,,4.625,,,,,,,25,,,2.625,,,15,17.25,18.375,0.5625,,,26.375,27.625,,,,,14.125,,,,,,,5.625,24.125,22.625,,,,5.875,,,,,,,,,6.25,,14.625,,,,,1.8125,,,,,,22.5,8.25,,,,-0.0137,0.01,0.0109,0.0049,0
30/04/1977,,,,6.625,18.875,9.375,,,,,,,,,,,15.8125,,,,,,,,,,,,,,2.625,,4.625,,,,,,,24.75,,,2.625,,,13,16.25,18.5,0.5625,,,23.5,25.5,,,,,14,,,,,,,6.5,20.375,24.5,,,,7.625,,,,,,,,,7.375,,13.875,,,,,1.75,,,,,,20.75,8.125,,,,0.0015,-0.0012,0.0338,0.0422,0
31/05/1977,,,,7,18.875,8.875,,,,,,,,,,,14.5,,,,,,,,,,,,,,2.875,,4.125,,,,,,,23.875,,,2.5625,,,12.25,16.25,19.5,0.6875,,,23.5,23.625,,,,,13.875,,,,,,,5.6875,18.875,23.625,,,,7.25,,,,,,,,,6.875,,13.5,,,,,1.75,,,,,,19.75,8.75,,,,-0.0145,0.0118,0.0085,0.0201,0
30/06/1977,,,,7.5,17.25,9.125,,,,,,,,,,,14.125,,,,,,,,,,,,,,2.75,,4.375,,,,,,,24,,,2.125,,,12.75,17.75,22,0.5625,,,24.75,25.25,,,,,14,,,,,,,5.875,19.75,23.75,,,,7.5,,,,,,,,,6.75,,14,,,,,2.125,,,,,,21.5,9.625,,,,0.0471,0.0209,-0.0074,0.0177,0
31/07/1977,,,,8.25,16.5,8.375,,,,,,,,,,,14.625,,,,,,,,,,,,,,2.75,,4.125,,,,,,,23,,,2.625,,,13,18.5,21.625,0.8125,,,22,24.75,,,,,14.25,,,,,,,5.8125,19.25,24,,,,7.5,,,,,,,,,7,,13.375,,,,,1.625,,,,,,21.25,9.5,,,,-0.0169,0.0216,-0.0057,0.0031,0
31/08/1977,,,,7.125,15.875,8.875,,,,,,,,,,,16.125,,,,,,,,,,,,,,2.5,,4.625,,,,,,,23,,,2.125,,,11.375,19.25,22.875,0.625,,,24.375,24.625,,,,,14.5,,,,,,,5.6875,18.75,24.375,,,,8.25,,,,,,,,,5.625,,13.375,,,,,1.6875,,,,,,19.75,8.875,,,,-0.0175,0.0149,-0.0273,-0.0178,0
30/09/1977,,,,6.75,15.625,8.375,,,,,,,,,,,15.875,,,,,,,,,,,,,,2.25,,3.875,,,,,,,22.75,,,2.125,,,12.375,18.5,23.875,0.5625,,,23.625,27.125,,,,,15,,,,,,,5.75,16.75,27.125,,,,8.75,,,,,,,,,5.125,,13.125,,,,,1.8125,,,,,,20.125,9.75,,,,-0.0027,0.0133,-0.0046,0.0206,0
31/10/1977,,,,6.75,14.25,8.25,,,,,,,,,,,15.875,,,,,,,,,,,,,,2,,4,,,,,,,22.625,,,1.625,,,11.25,21.5,24.125,0.5625,,,23.25,25.25,,,,,17.625,,,,,,,5.75,18.875,29.625,,,,8.75,,,,,,,,,4.5,,10.75,,,,,1.5,,,,,,19.875,12.375,,,,-0.0438,0.0125,0.0181,-0.0013,0
30/11/1977,,,,7.75,14.125,8.75,,,,,,,,,,,18.25,,,,,,,,,,,,,,2.375,,4.125,,,,,,,22.25,,,1.5625,,,11.25,18.5,23.75,0.75,,,25.875,27,,,,,16.875,,,,,,,,16.875,31.875,,,,9,,,,,,,,,5.375,,12,,,,,1.625,,,,,,21.625,13.375,,,,0.04,0.0372,0.0023,0.0219,0
31/12/1977,,,,7,13.5,8.625,,,,,,,,,,,20,,,,,,,,,,,,,,3.125,,3.875,,,,,,,20.625,,,1.6875,,,12,18,22,0.75,,,25.625,27.125,,,,,17,,,,,,,6.125,18,26.625,,,,8.75,,,,,,,,,4.625,,11.125,,,,,1.625,,,,,,22.5,12.25,,,,0.0027,0.0132,-0.003,0.0156,0
31/01/1978,,,,7.125,12.5,9.375,,,,,,,,,,,19.625,,,,,,,,,,,,,,2.75,,4.375,,,,,,,21.375,,,1.625,,,11.5,17.75,21.5,1.625,,,25.5,26.625,,,,,16.75,,,,,,,6.625,17.5,23.75,,,,8.875,,,,,,,,,5.75,,12.875,,,,,1.75,,,,,,20.875,12.75,,,,-0.0601,0.0224,0.0336,-0.0072,0
28/02/1978,,,,7.125,12.5,8.5,,,,,,,,,,,20.5625,,,,,,,,,,,,,,3.125,,4.625,,,,,,,21,,,2.625,,,12.875,16.5,21,1.625,,,26.625,27.75,,,,,17.875,,,,,,,6.75,17.5,20,,,,8.875,,,,,,,,,4.875,,11.75,,,,,1.625,,,,,,21,12.625,,,,-0.0138,0.0359,0.0083,0.019,0
31/03/1978,,,,8,12.625,8.625,,,,,,,,,,,21.5,,,,,,,,,,,,,,3.375,,6.625,,,,,,,22.125,,,2.375,,,13.75,18,23.75,1.5,,,25.5,29.25,,,,,20.625,,,,,,,7.125,15.625,20.375,,,,9,,,,,,,,,5,,12,,,,,2,,,,,,22.875,16.25,,,,0.0285,0.0348,0.0116,0.0137,0
30/04/1978,,,,7,13,11.875,,,,,,,,,,,23.25,,,,,,,,,,,,,,3.625,,7.375,,,,,,,22.75,,,2.375,,,15.375,18.75,28.625,1.25,,,27.875,29.25,,,,,20.875,,,,,,,10,15.375,20,,,,9,,,,,,,,,5,,12,,,,,1.875,,,,,,23.375,17.875,,,,0.0788,0.0044,-0.0357,0.0085,0
31/05/1978,,,,7.5,13.125,12.75,,,,,,,,,,,24.625,,,,,,,,,,,,,,3.75,,7.125,,,,,,,22.5,,,2.5,,,14.75,18.25,29,1.75,,,28.75,30.25,,,,,21.125,,,,,,,11.5,17,20.875,,,,9.0625,,,,,,,,,5,,14.625,,,,,3.875,,,,,,25.125,18.625,,,,0.0176,0.0456,-0.0053,0.0285,0
30/06/1978,,,,7.5,14.625,10.75,,,,,,,,,,,25.4375,,,,,,,,,,,,,,4.625,,7.125,,,,,,,21.5,,,2.125,,,17,18.25,27.75,1.625,,,27,28.75,,,,,24,,,,,,,11.625,15.375,19.125,,,,9.3125,,,,,,,,,4.625,,13.25,,,,,4.75,,,,,,23.5,19.875,,,,-0.0169,0.0166,0.0057,0.0278,0
31/07/1978,,,,7,14.75,10.75,,,,,,,,,,,30,,,,,,,,,,,,,,4.25,,7.125,,,,,,,21.75,,,2,,,17.875,18.25,29.125,1.5625,,,28.25,31.5,,,,,25,,,,,,,12,15.125,17.875,,,,9.4375,,,,,,,,,4.875,,15.375,,,,,3.5,,,,,,25.5,20.5,,,,0.0511,0.0025,-0.0111,0.0422,0
31/08/1978,,,,7.375,15.875,11.375,,,,,,,,,,,33.125,,,,,,,,,,,,,,4.125,,7.125,,,,,,,21.875,,,2.375,,,18.75,20.25,28.625,1.375,,,27,31.25,,,,,23.75,,,,,,,12.125,15.75,18,,,,,,,,,,,,,4.25,,12.625,,,,,3.75,,,,,,24.75,20.375,,,,0.0375,0.0506,-0.0057,0.0282,0
30/09/1978,,,,7,16,10.9375,,,,,,,,,,,31.875,,,,,,,,,,,,,,3.625,,7.625,,,,,,,21.75,,,1.9375,,,22.75,21.25,27.25,2.0625,,,27.75,31.125,,,,,24.75,,,,,,,,14.875,16.125,,,,,,,,,,,,,4.5,,14.25,,,,,3.25,,,,,,27.375,20.625,,,,-0.0143,-0.0043,0.0186,-0.0311,0
31/10/1978,,,,6,11.625,9,,,,,,,,,,,26.75,,,,,,,,,,,,,,3.5,,6.625,,,,,,,19.125,,,1.4375,,,17.375,17.25,24.75,1.375,,,26.75,31.125,,,,,25.75,,,,,,,,13.5,13.5,,,,,,,,,,,,,3.5,,9.625,,,,,1.75,,,,,,24.625,16.875,,,,-0.1191,-0.0989,0.0139,-0.0839,0
30/11/1978,,,,5.9375,12.5,9,,,,,,,,,,,29,,,,,,,,,,,,,,3.875,,6.875,,,,,,,18.875,,,1.75,,,21,17.75,23.5,1.5625,,,28.125,32.25,,,,,23,,,,,,,,13.5,14.375,,,,,,,,,,,,,3.125,,9.875,,,,,2,,,,,,27.125,19.125,,,,0.0271,0.03,-0.0214,0.0552,0
31/12/1978,,,,5.75,12.75,9.875,,,,,,,,,,,32.5625,,,,,,,,,,,,,,4,,6.375,,,,,,,18.375,,,1.625,,,22.5,17,26.5,1.25,,,28.125,33.625,,,,,24.25,,,,,,,,12.75,14,,,,,,,,,,,,,2.875,,10,,,,,1.75,,,,,,28.125,19.375,,,,0.0088,0.0129,-0.0213,0.0305,0
31/01/1979,,,,5.875,13.75,10.75,,,,,,,,,,,34.25,,,,,,,,,,,,,,4.125,,6.625,,,,,,,20.625,,,1.625,,,22.375,18,30.5,1.3125,,,29.75,36,,,,,23.5,,,,,,,,14.125,13.125,,,,,,,,,,,,,3.5,,10.875,,,,,2.25,,,,,,28.25,20.375,,,,0.0423,0.0362,0.022,-0.0124,0
28/02/1979,,,,5.625,13.25,10.625,,,,,,,,,,,30.625,,,,,,,,,,,,,,4.125,,6.375,,,,,,,19.5,,,2,,,21,19.25,29.75,1.25,,,28.125,34.625,,,,,22.25,,,,,,,,13.375,13,,,,,,,,,,,,,3.5,,10,,,,,2,,,,,,29.75,21.125,,,,-0.0356,0.0045,0.0114,-0.0106,0
31/03/1979,,,,6,13.25,11.125,,,,,,,,,,,33.5,,,,,,,,,,,,,,4.625,,6.625,,,,,,,22.125,,,1.9375,,,20.5,18.5,25.125,1.75,,,28.5,39.5,,,,,21.375,,,,,,,,14.75,12.875,,,,,,,,,,,,,3.25,,10.5,,,,,2.125,,,,,,32.75,19.875,,,,0.0568,0.0322,-0.0073,0.0288,0
30/04/1979,,,,6,14.125,12.75,,,,,,,,,,,34,,,,,,,,,,,,,,4.875,,6.125,,,,,,,22.875,,,1.875,,,23.5,18.5,27.75,1.875,,,30,38,,,,,19.75,,,,,,,,14.5,13,,,,,,,,,,,,,3.5,,10.25,,,,,2.125,,,,,,33.75,18.625,,,,-0.0006,0.0218,0.0108,0.0081,0
31/05/1979,,,,6.9375,14.125,12.375,,,,,,,,,,,31,,,,,,,,,,,,,,4.625,,6.375,,,,,,,21.375,,,2.8125,,,22.5,18.5,27.625,1.5625,,,27.25,36.625,,,,,19.375,,,,,,,,14.25,11.75,,,,,,,,,,,,,5.5,,9.75,,,,,2,,,,,,32.125,17.625,,,,-0.0221,0.0019,0.0132,-0.0057,0
30/06/1979,,,,7.875,14.5,13.625,,,,,,,,,,,33.375,,,,,,,,,,,,,,5.625,,6.375,,,,,,,23,,,2.75,,,25.125,18,30.5,1,,,26.125,36.875,,,,,20.125,,,,,,,,14.375,11.875,,,,,,,,,,,,,4.875,,12,,,,,2.25,,,,,,31.625,17.875,,,,0.0385,0.0116,0.0139,0.0082,0
31/07/1979,,,,8,16,12.875,,,,,,,,,,,34.75,,,,,,,,,,,,,,5,,5.375,,,,,,,23.625,,,2.5625,,,28.25,18.25,37,0.875,,,26.75,33.875,,,,,19,,,,,,,,13.875,12.75,,,,,,,,,,,,,4,,10,,,,,2.25,,,,,,29.375,17.375,,,,0.0082,0.0128,0.0186,-0.0109,0
31/08/1979,,,,10,17,13.875,,,,,,,,,,,37.5625,,,,,,,,,,,,,,5.5,,6.125,,,,,,,27,,,2.625,,,32.25,18.5,39.25,0.875,,,29.875,39.75,,,,,18.75,,,,,,,,15.75,15.875,,,,,,,,,,,,,5.5,,10.75,,,,,2.875,,,,,,31.75,17.375,,,,0.0553,0.0205,-0.0158,-0.0023,0
30/09/1979,,,,8.75,15.5,15,,,,,,,,,,,36.375,,,,,,,,,,,,,,5.5,,5.875,,,,,,,28,,,3,,,31,17.5,26,0.75,,,27.375,43,,,,,18.125,,,,,,,,15.125,13.875,,,,,,,,,,,,,4.625,,11.25,,,,,2.75,,,,,,36.375,17.375,,,,-0.0082,-0.0027,-0.009,0.0534,0
31/10/1979,,20.625,,6.625,14.25,13.375,,,,,,,,,,,31,,,,,,,,,,,,,,4.125,,5.875,,,,,,,25.25,,,2.625,,,26.625,15.25,24,0.6875,,,27.5,38,,,,,16.625,,,,,,,,13.5,11.625,,,,,,,,,,,,,3.875,,10.125,,,,,2.375,,,,,,34,15.875,,,,-0.081,-0.0337,-0.0186,0.0212,0
30/11/1979,,20.75,,7.125,13.75,16.75,,,,,,,,,,,33.75,,,,,,,,,,,,,,5,,5.625,,,,,,,28.625,,,3.375,,,28.5,18,25.5,0.75,,,28.625,44.625,,,,,16.125,,,,,,,,13.625,12,,,,,,,,,,,,,3.5,,9.125,,,,,2.5,,,,,,40.25,17.625,,,,0.0521,0.0287,-0.0328,0.0796,0
31/12/1979,,22.75,,7.125,13.375,17.625,,,,,,,,,,,36.375,,,,,,,,,,,,,,6.125,,5.375,,,,,,,28.75,,,3.625,,,32.5,16.25,27.625,0.75,,,29.75,47.5,,,,,17.625,,,,,,,,13.75,12,,,,,,,,,,,,,3.25,,8.75,,,,,3.5,,,,,,40.625,17.625,,,,0.0179,0.0417,-0.021,0.0478,0
31/01/1980,,24.875,,8.75,13,16.5,,,,,,,,,,,39.25,,,,,,,,,,,,,,7.875,,7.375,,,,,,,30.25,,,5.6875,,,33.75,17,26.125,0.75,,,31,33.5,,,,,17.5,,,,,,,,14.375,13,,,,,,,,,,,,,4.5,,8.375,,,,,3.5,,,,,,45.25,20.375,,,,0.0551,0.0162,0.0175,0.0751,0
29/02/1980,,24.75,,7.25,13.5,16.375,,,,,,,,,,,36.4375,,,,,,,,,,,,3.25,,8.375,,5.625,,,,,,,29,,,5.75,,,33.5,17.75,26,0.625,,,26.625,33.625,,,,,15.75,,,,,,,,16,15.5,,,,,,,,,,,,,4.625,,8.625,,,,,3.125,,,,,,48.5,18.375,,,,-0.0122,-0.0185,0.0061,0.0788,1
31/03/1980,,22.125,,6,11.625,13.75,,,,,,,,,,,31.75,,,,,,,,,,,,1.5,,5.75,,5.125,,,,,,,24.625,,,3.8125,,,24,15.75,23.125,0.4375,,,24.75,28,,,,,16.25,,,,,,,,13.25,14,,,,,,,,,,,,,3.25,,6.625,,,,,2,,,,,,38.625,16.375,,,,-0.129,-0.0664,-0.0101,-0.0959,1
30/04/1980,,,,6.125,11.75,15.25,,,,,,,,,,,34,,,,,25.25,,,,,,,1.25,,6.5,,6.875,,,,,,,26.5,,,3.6875,,,23.875,16.75,22,0.375,,,27.25,,,,,,17.5,,,,,,,,13.25,11.875,,,,,,,,,,,,,4,,7,,,,,2.375,,,,,,55.375,17.375,,,,0.0397,0.0105,0.0108,-0.0042,1
31/05/1980,,,,7.125,13.5,16.375,,,,,,,,,,,35.875,,,,,26,,,,,,,1,,7.125,,6.125,,,,,,,26.875,,,4.4375,,,28.375,18.25,26.375,0.375,,,29.875,,,,,,18.75,,,,,,,,13.25,12.5,,,,,,,,,,,,,4.125,,8,,,,,2.875,,,,,,53.75,16.875,,,,0.0526,0.0213,0.0038,-0.0111,1
30/06/1980,,,,7.5,13.625,17.25,,,,,,,,,,,40,,,,,27.25,,,,,,,1.125,,7.875,,5.875,,,,,,,27.5,,,4.4375,,,29.75,18,28.25,0.6875,,,30.375,,,,,,20.125,,,,,,,,15,12.125,,,,,,,,,,,,,4.25,,7.875,,,,,2.5,,,,,,53.5,17.875,,,,0.0306,0.0166,-0.0076,0.0159,1
31/07/1980,,,,7,15.9375,20.125,,,,,,,,,,,43.375,,,,,30.625,,,,,,,0.9375,,8.125,,7.125,,,,,,,28.75,,,3.8125,,,34.5,22.5,31,0.90625,,,32.75,,,,,,18.25,,,,,,,,14.75,13.125,,,,,,,,,,,,,4.75,,7.75,,,,,2.875,,,,,,56,22.25,,,,0.0649,0.0414,-0.0641,0.0037,1
31/08/1980,,,,7.125,17.625,,,,,,,,,,,,46.625,,,,,27.625,,,,,,,0.84375,,10.25,,6.75,,,,,,,28.875,,,3.8125,,,36.25,27.125,31.5,1.1875,,,31.125,,,,,,18.9375,,,,,,,,14.875,12.8125,,,,,,,,,,,,,5.125,,8.75,,,,,3,,,,,,57,24.375,,,,0.018,0.0393,-0.0261,0.0319,0
30/09/1980,,,,7.25,18.6875,,,,,,,,,,,,52.25,,,,,28.125,,,,,,,0.84375,,9.25,,6.625,,,,,,,29,,,,,,30,26.3125,33.875,1.8125,,,29.75,,,,,,19.0625,,,,,,,,13.3125,13.1875,,,,,,,,,,,,,4.25,,8,,,,,2.75,,,,,,57.375,25.125,,,,0.0219,0.0097,-0.0458,0.0544,0
31/10/1980,,,,7.75,18.6875,,,,,,,,,,,,51.25,,,,,28.375,,,,,,,0.875,,8.125,,6.5625,,,,,,,31.5,,,3.8125,,,27.375,25.375,36.375,1.9375,,,28.5,,,,,,19.125,,,,,,,,13.125,12.8125,,,,,,,,,,,,,3.875,,7.75,,,,,2.75,,,,,,55.25,28,,,,0.0106,0.025,-0.0279,0.0732,0
30/11/1980,,,,7.5,19.9375,,18,,,,,,,,,,54.375,,,,,26,,,,,,,1.03125,,8.625,,5.9375,,,,,,,28.625,,,3.8125,,,26.5,27.875,34.5,1.875,,,28.125,,,,,,18.9375,,,,,,,,13.125,16.875,,,,,,,,,,,,,4,,9.25,,,,,2.625,,,,,,64.75,32,,,,0.0959,-0.0336,-0.0833,0.1524,0
31/12/1980,,,,7.125,15.9375,,16.8125,,,,,,,,,,54.25,,,,,27.75,,,,,,,1.25,,7.125,,5.6875,,,,,,,26.625,,,3.3125,,,25.75,26.875,33.375,1.6875,,,28.375,,,,,,20.9375,,,,,,,,13.25,14.9375,,,,,,,,,,,,,5.625,,8.25,,,,,2.5,,,,,,58.75,30.875,,,,-0.0452,-0.0026,0.0279,-0.0665,0
