date,ABEV,ABUD,ABV,ABW,ACCOB,ADC,ADSO,AED,AFTI,ALEC,AMB,AP,AT,BACA,BAS,BBR,BBRL,BEAM,BF,BFD,BJD,BREW,BRH,BTLR,BUD,CAR,CCU,CCUUY,CD,CDG,CDL,CE,CEDC,CEQ,CFB,CFN,CGAS,CHLN,CITA,CKB,CLBGA,CLCH,CLDR,CN,CNB,CNBT,CREG,CU,CUCD,CUE,CUEI,DCD,DCS,DEAL,DEO,DIL,DR,DRE,DWP,FAL,FALB,FO,FTRI,GAMA,GBL,GDS,GENBB,GGE,GHB,GRM,GWT,HAN,HBL,HIR,HIRE,HOOK,HTC,HTCC,HTNA,JACQ,KNBWY,LDCO,LONE,LQU,MDI,MGPI,MLB,MWGP,NBW,NDC,NDTA,NRD,OLYB,PABT,PFB,PFFB,PTBC,RAIN,RCI,RG,RGLD,RKY,ROX,RUM,RUP,SAM,SBR,SEB,SFR,SFS,SH,SLZ,SMS,SNMA,STCO,STL,STN,STU,STZ,SWAY,SXC,TAP,TFI,THTR,TYLR,URS,VCGH,VCO,VO,WINEA,WINEB
2017-06-30,0.04931,,,,,0.505,,,,,,,,,,,,,0.1825,,,,,,,,,,,,0.11949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1373,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.0512,,,,,,,,,,0.35645,,,,,,,,0.21261,,0.22,,,,,,,,0.09148,,,,,,0.0867,,,,,,0.471,,
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0512,,,,,,,,,,,,0.24,,,,,,0.16126,,,,,,,,,,,,,,,,0.08927,,,,,,,,
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05596,,,,,,,,,,,,,,,,,,,,,,,,2.0322,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.0512,,,,,,,,,,,,,,,,,,0.21671,1.5,,,,,,,,,,,0.47,,,0.41,0.08737,,,,,,,,
2017-09-29,,,,,,0.505,,,,,,,,,,,,,0.1825,,,,,,,,,,,,0.21478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1287,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.0512,,,,,,,,,,0.39434,,,,,,,,0.21683,,0.22,,,,,,,,0.09868,,,,,,0.08727,,,,,0.11284,0.508,,
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0512,,,,,,,,,,,,0.24,,,,,,0.1509,,0.11,,,,,,,,,,,,,,0.0867,,,,,,,,
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,1.85344,,,,,,0.04727,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.0512,,,,,,,,,,,,,,,,,,0.15715,1.5,37.42866,,,,,,,,,,0.47,,,0.41,0.09041,,,,,,,,
2017-12-29,0.09337,,,,,0.52,,,,,,,,,,,,,0.1975,,,,,,,,0.21408,,,,0.27902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1279,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.0512,,,,,,,,,,0.37416,,,,,,,,0.19892,,,,0.01821,,,,,,0.09823,,,,,,0.08521,,,,,0.10707,0.648,,
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0512,,,,,,,,,,,,0.25,,,,,,0.22702,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,0.02153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04297,,,,,,,,,,,,,,,,,,,,,,,,1.41324,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0512,,,,,,,,,,,,,,,,,,0.19122,,,,,,,,,,,,0.47,,,,0.08569,,,,,,,,
2018-03-29,,,,,,0.52,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.13154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0604,,0.02,,,,,,,,,,,,,,,,,,,,,0.08,,,0.0512,,,,,,,,,,0.37172,,,,,,,,0.21068,1.5,,,0.03774,,,,,,0.10828,,,,,0.41,0.09346,,,,,0.11627,0.5149,,
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35573,,,,0.16199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,,,0.25,,,,,,0.27934,,,,,,,,,,,,,,,,0.08669,,,,,,,,
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,2.38998,,,,,,0.07363,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.0448,,,,,,,,,,,,,,,,,,0.28438,1.5,,,,,,,,,,,0.67,,,,0.08936,,,,,0.42528,,,
2018-06-29,0.04414,,,,,0.54,,,,,,,,,,,,,0.158,,,,,,,,,,,,0.17808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1595,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,0.37031,,,,,,,,0.29484,,,,0.07842,,,,,,0.10697,,,,,0.41,0.08815,,,,,,0.5614,,
2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,,,0.25,,,,,,0.28118,,,,,,,,,,,,,,,,0.09141,,,,,,,,
2018-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06777,,,,,,,,,,,,,,,,,,,,,,,,2.12973,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.0448,,,,,,,,,,,,,,,,,,0.2399,1.5,,,,,,,,,,,0.67,,,0.41,0.08927,,,,,,,,
2018-09-28,,,,,,0.54,,,,,,,,,,,,,0.158,,,,,,,,,,,,0.11464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1103,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,0.36815,,,,,,,,0.26255,,,,0.10812,,,,,,0.10529,,,,,,0.09013,,,,,,0.7547,,
2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,,,0.25,,,,,,0.27408,,,,,,,,,,,,,,,,0.09331,,,,,,,,
2018-11-30,,,,,,,,,,,,,,,,,,,,,,,,,0.91312,,,,,,0.10447,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.0448,,,,,,,,,,,,,,,,,,0.40392,1.5,,,,,,,,,,,0.67,,,0.41,0.09078,,,,,,,,
2018-12-31,0.08152,,,,,0.555,,,,,,,,,,,,,0.166,,,,,,,,0.41614,,,,0.22943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1325,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,0.36008,,,,,,,,0.39995,,,,0.09191,,,,,,0.10483,,,,,,0.09254,,,,,,0.6897,,
2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,,,0.265,,,,,,0.30265,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07185,,,,,,,,,,,,,,,,,,,,,,,,1.36879,,,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,,,,,,,,,0.25109,,,,,,,,,,,,0.67,,,,0.09103,,,,,,,,
2019-03-29,,,,,,0.555,,,,,,,,,,,,,0.166,,,,,,,,,,,,0.15206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1997,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.0448,,,,,,,,,,0.3725,,,,,,,,0.27854,2.25,,,0.10277,,,,,,0.11024,,,,,0.41,0.09646,,,,,,0.5462,,
2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.742,,,,0.1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,,,0.265,,,,,,0.35166,,,,,,,,,,,,,,,,0.08775,,,,,,,,
2019-05-31,,,,,,,,,,,,,,,,,,,,,,,,,1.1152,,,,,,0.04332,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.0448,,,,,,,,,,,,,,,,,,0.14647,2.25,,,,,,,,,,,0.68,,,0.41,0.09067,,,,,,,,
2019-06-28,,,,,,0.57,,,,,,,,,,,,,0.166,,,,,,,,,,,,0.15996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1605,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,0.37329,,,,,,,,0.35905,,,,0.1265,,,,,,0.10766,,,,,,0.08836,,,,,,0.571,,
2019-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,,,0.265,,,,,,0.17636,,,,,,,,,,,,,,,,0.0912,,,,,,,,
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06628,,,,,,,,,,,,,,,,,,,,,,,,2.12061,,,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.0448,,,,,,,,,,,,,,,,,,0.22893,2.25,,,,,,,,,,,0.68,,,0.57,0.08916,,,,,,,,
2019-09-30,,,,,,0.57,,,,,,,,,,,,,0.166,,,,,,,,,,,,0.12401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2048,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,0.37816,,,,,,,,0.24125,,,,0.10671,,,,,,0.10897,,,,,,0.08923,,,,,,0.5373,,
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,,,0.265,,1.27,,,,0.23878,,,,,,,,,,,,,,,,0.09171,,,,,,,,
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,0.89136,,,,,,0.07615,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.0448,,,,,,,,,,,,,,,,,,0.32245,2.25,,,,,,,,,,,0.68,,0.06,0.57,0.08882,,,,,,,,
2019-12-31,0.12083,,,,,0.585,,,,,,,,,,,,,0.1743,,,,,,,,0.1985,,,,0.32013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2155,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,0.37736,,,,,,,,0.12256,,,,0.08689,,,,,,0.10999,,,,,,0.08828,,,,,,0.9912,,
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,,,0.28,,,,,,0.30329,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08514,,,,,,,,,,,,,,,,,,,,,,,,1.43552,,,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,,,,,,,,,0.21891,2.25,,,,,,,,,,,0.68,,0.06,,0.08682,,,,,,,,
2020-03-31,,,,,,0.585,,,,,,,,,,,,,0.1743,,,,,,,,,,,,0.1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0846,,0.02,,,,,,,,,,,,,,,,,,,,,0.12,,,0.0448,,,,,,,,,,0.37176,,,,,,,,0.23656,,,,0.02785,,,,,,0.1163,,,,,0.57,0.0911,,,,,,0.7357,,
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43547,,,,0.18923,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,,,0.28,,,,,,0.25822,,,,,,,,,,,,,,,,0.08376,,,,,,,,
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0839,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,0.0448,,,,,,,,,,,,,,,,,,0.15171,2.25,,,,,,,,,,,0.68,,0.06,,0.08695,,,,,,,,
2020-06-30,,,,,,0.6,,,,,,,,,,,,,0.1743,,,,,,0.551,,,,,,0.17707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1393,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,0.37312,,,,,,,,0.15555,,,,,,,,,,0.10953,,,,,,0.08437,,,,,,0.6603,,
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,,,0.28,,,,,,0.32732,,,,,,,,,,,,,,,,0.08517,,,,,,,,
2020-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05007,,,,,,,,,,,,,,,,,,,,,,,,2.2081,,,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,0.0448,,,,,,,,,,,,,,,,,,0.10173,2.25,,,,,,,,,,,0.68,,0.06,,0.08215,,,,,,,,
2020-09-30,,,,,,0.6,,,,,,,,,,,,,0.1743,,,16.5,,,,,,,,,0.13511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1334,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,0.38185,,,,,,,,0.20329,,,,,,,,,,0.11684,,,,,,0.08133,,,,,,0.6628,,
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,,,0.28,,,,,,0.19589,,,,,,,,,,,,,,,,0.08312,,,,,,,,
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11116,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,0.0448,,,,,,,,,,,,,,,,,,0.12014,2.25,,,,,,,,,,,0.68,,0.06,,0.08016,,,,,,,,
