,gvkey,iid,datadate,tic,trt1m,naics,sic
2743284,14891,01,30/09/2010,MGPI,19.8786,312140.0,2085.0
2743285,14891,01,31/10/2010,MGPI,14.9045,312140.0,2085.0
2743286,14891,01,30/11/2010,MGPI,0.9978,312140.0,2085.0
2743287,14891,01,31/12/2010,MGPI,21.1855,312140.0,2085.0
2743288,14891,01,31/01/2011,MGPI,-14.4475,312140.0,2085.0
2743289,14891,01,28/02/2011,MGPI,-3.7586,312140.0,2085.0
2743290,14891,01,31/03/2011,MGPI,-4.0704,312140.0,2085.0
2743291,14891,01,30/04/2011,MGPI,0.1147,312140.0,2085.0
2743292,14891,01,31/05/2011,MGPI,-6.8729,312140.0,2085.0
2743293,14891,01,30/06/2011,MGPI,7.1341,312140.0,2085.0
2743294,14891,01,31/07/2011,MGPI,-9.6441,312140.0,2085.0
2743295,14891,01,31/08/2011,MGPI,-22.1093,312140.0,2085.0
2743296,14891,01,30/09/2011,MGPI,-16.4763,312140.0,2085.0
2743297,14891,01,31/10/2011,MGPI,29.3886,312140.0,2085.0
2743298,14891,01,30/11/2011,MGPI,-23.9329,312140.0,2085.0
2743299,14891,01,31/12/2011,MGPI,1.002,312140.0,2085.0
2743300,14891,01,31/01/2012,MGPI,18.254,312140.0,2085.0
2743301,14891,01,29/02/2012,MGPI,1.3423,312140.0,2085.0
2743302,14891,01,31/03/2012,MGPI,-10.0993,312140.0,2085.0
2743303,14891,01,30/04/2012,MGPI,-13.5688,312140.0,2085.0
2743304,14891,01,31/05/2012,MGPI,-29.2473,312140.0,2085.0
2743305,14891,01,30/06/2012,MGPI,-2.4316,312140.0,2085.0
2743306,14891,01,31/07/2012,MGPI,1.2461,312140.0,2085.0
2743307,14891,01,31/08/2012,MGPI,2.4615,312140.0,2085.0
2743308,14891,01,30/09/2012,MGPI,14.7147,312140.0,2085.0
2743309,14891,01,31/10/2012,MGPI,-7.5916,312140.0,2085.0
2743310,14891,01,30/11/2012,MGPI,-6.5156,312140.0,2085.0
2743311,14891,01,31/12/2012,MGPI,3.6364,312140.0,2085.0
2743312,14891,01,31/01/2013,MGPI,9.3567,312140.0,2085.0
2743313,14891,01,28/02/2013,MGPI,10.6952,312140.0,2085.0
2743314,14891,01,31/03/2013,MGPI,6.2802,312140.0,2085.0
2743315,14891,01,30/04/2013,MGPI,12.6437,312140.0,2085.0
2743316,14891,01,31/05/2013,MGPI,9.1837,312140.0,2085.0
2743317,14891,01,30/06/2013,MGPI,11.4019,312140.0,2085.0
2743318,14891,01,31/07/2013,MGPI,-6.2081,312140.0,2085.0
2743319,14891,01,31/08/2013,MGPI,-9.839,312140.0,2085.0
2743320,14891,01,30/09/2013,MGPI,3.9683,312140.0,2085.0
2743321,14891,01,31/10/2013,MGPI,0.9542,312140.0,2085.0
2743322,14891,01,30/11/2013,MGPI,-5.293,312140.0,2085.0
2743323,14891,01,31/12/2013,MGPI,3.5928,312140.0,2085.0
2743324,14891,01,31/01/2014,MGPI,6.1657,312140.0,2085.0
2743325,14891,01,28/02/2014,MGPI,3.0853,312140.0,2085.0
2743326,14891,01,31/03/2014,MGPI,19.7183,312140.0,2085.0
2743327,14891,01,30/04/2014,MGPI,-13.4815,312140.0,2085.0
2743328,14891,01,31/05/2014,MGPI,21.0616,312140.0,2085.0
2743329,14891,01,30/06/2014,MGPI,12.5884,312140.0,2085.0
2743330,14891,01,31/07/2014,MGPI,1.1307,312140.0,2085.0
2743331,14891,01,31/08/2014,MGPI,48.0745,312140.0,2085.0
2743332,14891,01,30/09/2014,MGPI,9.6477,312140.0,2085.0
2743333,14891,01,31/10/2014,MGPI,-5.5088,312140.0,2085.0
2743334,14891,01,30/11/2014,MGPI,20.4858,312140.0,2085.0
2743335,14891,01,31/12/2014,MGPI,6.586,312140.0,2085.0
2743336,14891,01,31/01/2015,MGPI,0.0,312140.0,2085.0
2743337,14891,01,28/02/2015,MGPI,-1.7024,312140.0,2085.0
2743338,14891,01,31/03/2015,MGPI,-13.2777,312140.0,2085.0
2743339,14891,01,30/04/2015,MGPI,4.3091,312140.0,2085.0
2743340,14891,01,31/05/2015,MGPI,25.641,312140.0,2085.0
2743341,14891,01,30/06/2015,MGPI,-4.6485,312140.0,2085.0
2743342,14891,01,31/07/2015,MGPI,-12.1879,312140.0,2085.0
2743343,14891,01,31/08/2015,MGPI,7.9215,312140.0,2085.0
2743344,14891,01,30/09/2015,MGPI,0.4391,312140.0,2085.0
2743345,14891,01,31/10/2015,MGPI,8.2448,312140.0,2085.0
2743346,14891,01,30/11/2015,MGPI,20.7155,312140.0,2085.0
2743347,14891,01,31/12/2015,MGPI,24.044,312140.0,2085.0
2743348,14891,01,31/01/2016,MGPI,-13.7572,312140.0,2085.0
2743349,14891,01,29/02/2016,MGPI,4.513,312140.0,2085.0
2743350,14891,01,31/03/2016,MGPI,3.9761,312140.0,2085.0
2743351,14891,01,30/04/2016,MGPI,8.9934,312140.0,2085.0
2743352,14891,01,31/05/2016,MGPI,23.8456,312140.0,2085.0
2743353,14891,01,30/06/2016,MGPI,16.8399,312140.0,2085.0
2743354,14891,01,31/07/2016,MGPI,12.4771,312140.0,2085.0
2743355,14891,01,31/08/2016,MGPI,-7.0698,312140.0,2085.0
2743356,14891,01,30/09/2016,MGPI,1.4522,312140.0,2085.0
2743357,14891,01,31/10/2016,MGPI,-13.1046,312140.0,2085.0
2743358,14891,01,30/11/2016,MGPI,34.3936,312140.0,2085.0
2743359,14891,01,31/12/2016,MGPI,5.666,312140.0,2085.0
2743360,14891,01,31/01/2017,MGPI,-15.1861,312140.0,2085.0
2743361,14891,01,28/02/2017,MGPI,4.435,312140.0,2085.0
2743362,14891,01,31/03/2017,MGPI,22.6091,312140.0,2085.0
2743363,14891,01,30/04/2017,MGPI,-3.4483,312140.0,2085.0
2743364,14891,01,31/05/2017,MGPI,-2.1199,312140.0,2085.0
2743365,14891,01,30/06/2017,MGPI,-0.0781,312140.0,2085.0
2743366,14891,01,31/07/2017,MGPI,15.2238,312140.0,2085.0
2743367,14891,01,31/08/2017,MGPI,-3.1208,312140.0,2085.0
2743368,14891,01,30/09/2017,MGPI,7.825,312140.0,2085.0
2743369,14891,01,31/10/2017,MGPI,12.0897,312140.0,2085.0
2743370,14891,01,30/11/2017,MGPI,9.4614,312140.0,2085.0
2743371,14891,01,31/12/2017,MGPI,3.4028,312140.0,2085.0
2743372,14891,01,31/01/2018,MGPI,16.4672,312140.0,2085.0
2743373,14891,01,28/02/2018,MGPI,-6.2765,312140.0,2085.0
2743374,14891,01,31/03/2018,MGPI,6.8518,312140.0,2085.0
2743375,14891,01,30/04/2018,MGPI,6.9204,312140.0,2085.0
2743376,14891,01,31/05/2018,MGPI,-7.4747,312140.0,2085.0
2743377,14891,01,30/06/2018,MGPI,0.2936,312140.0,2085.0
2743378,14891,01,31/07/2018,MGPI,-7.5892,312140.0,2085.0
2743379,14891,01,31/08/2018,MGPI,-5.9461,312140.0,2085.0
2743380,14891,01,30/09/2018,MGPI,2.4251,312140.0,2085.0
2743381,14891,01,31/10/2018,MGPI,-9.8886,312140.0,2085.0
2743382,14891,01,30/11/2018,MGPI,-4.3558,312140.0,2085.0
2743383,14891,01,31/12/2018,MGPI,-16.0906,312140.0,2085.0
2743384,14891,01,31/01/2019,MGPI,25.837,312140.0,2085.0
2743385,14891,01,28/02/2019,MGPI,14.0131,312140.0,2085.0
2743386,14891,01,31/03/2019,MGPI,-5.62,312140.0,2085.0
2743387,14891,01,30/04/2019,MGPI,13.895,312140.0,2085.0
2743388,14891,01,31/05/2019,MGPI,-31.3645,312140.0,2085.0
2743389,14891,01,30/06/2019,MGPI,10.1312,312140.0,2085.0
2743390,14891,01,31/07/2019,MGPI,-24.6117,312140.0,2085.0
2743391,14891,01,31/08/2019,MGPI,-3.4407,312140.0,2085.0
2743392,14891,01,30/09/2019,MGPI,3.1347,312140.0,2085.0
2743393,14891,01,31/10/2019,MGPI,-13.6675,312140.0,2085.0
2743394,14891,01,30/11/2019,MGPI,6.5983,312140.0,2085.0
2743395,14891,01,31/12/2019,MGPI,6.2034,312140.0,2085.0
2743396,14891,01,31/01/2020,MGPI,-29.7007,312140.0,2085.0
2743397,14891,01,29/02/2020,MGPI,-15.5608,312140.0,2085.0
2743398,14891,01,31/03/2020,MGPI,-6.0848,312140.0,2085.0
2743399,14891,01,30/04/2020,MGPI,40.3124,312140.0,2085.0
2743400,14891,01,31/05/2020,MGPI,-0.265,312140.0,2085.0
2743401,14891,01,30/06/2020,MGPI,-2.1461,312140.0,2085.0
2743402,14891,01,31/07/2020,MGPI,-1.1851,312140.0,2085.0
2743403,14891,01,31/08/2020,MGPI,-1.6543,312140.0,2085.0
2743404,14891,01,30/09/2020,MGPI,11.7862,312140.0,2085.0
2743405,14891,01,31/10/2020,MGPI,5.7373,312140.0,2085.0
2743406,14891,01,30/11/2020,MGPI,4.0695,312140.0,2085.0
2743407,14891,01,31/12/2020,MGPI,7.911,312140.0,2085.0
2743408,14891,01,31/01/2021,MGPI,23.0344,312140.0,2085.0
2743409,14891,01,28/02/2021,MGPI,10.3282,312140.0,2085.0
2743410,14891,01,31/03/2021,MGPI,-7.2167,312140.0,2085.0
2743411,14891,01,30/04/2021,MGPI,1.6061,312140.0,2085.0
2743412,14891,01,31/05/2021,MGPI,16.1564,312140.0,2085.0
2743413,14891,01,30/06/2021,MGPI,-2.9416,312140.0,2085.0
2743414,14891,01,31/07/2021,MGPI,-11.8125,312140.0,2085.0
2743415,14891,01,31/08/2021,MGPI,9.6731,312140.0,2085.0
2743416,14891,01,30/09/2021,MGPI,-0.3063,312140.0,2085.0
2743417,14891,01,31/10/2021,MGPI,-1.3671,312140.0,2085.0
2743418,14891,01,30/11/2021,MGPI,21.6321,312140.0,2085.0
2743419,14891,01,31/12/2021,MGPI,8.9895,312140.0,2085.0
2743420,14891,01,31/01/2022,MGPI,-10.9778,312140.0,2085.0
2743421,14891,01,28/02/2022,MGPI,5.2207,312140.0,2085.0
2743422,14891,01,31/03/2022,MGPI,7.6624,312140.0,2085.0
2743423,14891,01,30/04/2022,MGPI,6.7064,312140.0,2085.0
2743424,14891,01,31/05/2022,MGPI,6.1864,312140.0,2085.0
2743425,14891,01,30/06/2022,MGPI,3.3347,312140.0,2085.0
2743426,14891,01,31/07/2022,MGPI,5.0854,312140.0,2085.0
2743427,14891,01,31/08/2022,MGPI,4.1833,312140.0,2085.0
2743428,14891,01,30/09/2022,MGPI,,312140.0,2085.0
2759722,15000,01,30/06/2012,ADWPF,,312130.0,2084.0
2759723,15000,01,31/07/2012,ADWPF,1.0065,312130.0,2084.0
2759724,15000,01,31/08/2012,ADWPF,0.0,312130.0,2084.0
2759725,15000,01,30/09/2012,ADWPF,4.5364,312130.0,2084.0
2759726,15000,01,31/10/2012,ADWPF,-2.2383,312130.0,2084.0
2759727,15000,01,30/11/2012,ADWPF,-2.4995,312130.0,2084.0
2759728,15000,01,31/12/2012,ADWPF,3.3067,312130.0,2084.0
2759729,15000,01,31/01/2013,ADWPF,3.6008,312130.0,2084.0
2759730,15000,01,28/02/2013,ADWPF,4.9065,312130.0,2084.0
2759731,15000,01,31/03/2013,ADWPF,-0.2023,312130.0,2084.0
2759732,15000,01,30/04/2013,ADWPF,11.708,312130.0,2084.0
2759733,15000,01,31/05/2013,ADWPF,-3.3089,312130.0,2084.0
2759734,15000,01,30/06/2013,ADWPF,6.2969,312130.0,2084.0
2759735,15000,01,31/07/2013,ADWPF,11.4212,312130.0,2084.0
2759736,15000,01,31/08/2013,ADWPF,-2.9523,312130.0,2084.0
2759737,15000,01,30/09/2013,ADWPF,0.9825,312130.0,2084.0
2759738,15000,01,31/10/2013,ADWPF,-3.5163,312130.0,2084.0
2759739,15000,01,30/11/2013,ADWPF,3.2756,312130.0,2084.0
2759740,15000,01,31/12/2013,ADWPF,-1.761,312130.0,2084.0
2759741,15000,01,31/01/2014,ADWPF,-1.6345,312130.0,2084.0
2759742,15000,01,28/02/2014,ADWPF,-2.0055,312130.0,2084.0
2759743,15000,01,31/03/2014,ADWPF,-2.53,312130.0,2084.0
2759744,15000,01,30/04/2014,ADWPF,0.47,312130.0,2084.0
2759745,15000,01,31/05/2014,ADWPF,3.283,312130.0,2084.0
2759746,15000,01,30/06/2014,ADWPF,9.6297,312130.0,2084.0
2759747,15000,01,31/07/2014,ADWPF,-2.0424,312130.0,2084.0
2759748,15000,01,31/08/2014,ADWPF,2.6783,312130.0,2084.0
2759749,15000,01,30/09/2014,ADWPF,1.3052,312130.0,2084.0
2759750,15000,01,31/10/2014,ADWPF,-2.2991,312130.0,2084.0
2759751,15000,01,30/11/2014,ADWPF,-3.3008,312130.0,2084.0
2759752,15000,01,31/12/2014,ADWPF,-1.4237,312130.0,2084.0
2759753,15000,01,31/01/2015,ADWPF,-2.9671,312130.0,2084.0
2759754,15000,01,28/02/2015,ADWPF,1.387,312130.0,2084.0
2759755,15000,01,31/03/2015,ADWPF,2.9859,312130.0,2084.0
2759756,15000,01,30/04/2015,ADWPF,0.3683,312130.0,2084.0
2759757,15000,01,31/05/2015,ADWPF,5.9998,312130.0,2084.0
2759758,15000,01,30/06/2015,ADWPF,7.103,312130.0,2084.0
2759759,15000,01,31/07/2015,ADWPF,0.0,312130.0,2084.0
2759760,15000,01,31/08/2015,ADWPF,-7.487,312130.0,2084.0
2759761,15000,01,30/09/2015,ADWPF,0.627,312130.0,2084.0
2759762,15000,01,31/10/2015,ADWPF,3.602,312130.0,2084.0
2759763,15000,01,30/11/2015,ADWPF,-0.7334,312130.0,2084.0
2759764,15000,01,31/12/2015,ADWPF,4.1969,312130.0,2084.0
2759765,15000,01,31/01/2016,ADWPF,-0.7579,312130.0,2084.0
2759766,15000,01,29/02/2016,ADWPF,20.1217,312130.0,2084.0
2759767,15000,01,31/03/2016,ADWPF,0.5057,312130.0,2084.0
2759768,15000,01,30/04/2016,ADWPF,25.0397,312130.0,2084.0
2759769,15000,01,31/05/2016,ADWPF,4.469,312130.0,2084.0
2759770,15000,01,30/06/2016,ADWPF,-1.7632,312130.0,2084.0
2759771,15000,01,31/07/2016,ADWPF,-0.023,312130.0,2084.0
2759772,15000,01,31/08/2016,ADWPF,6.0414,312130.0,2084.0
2759773,15000,01,30/09/2016,ADWPF,10.1642,312130.0,2084.0
2759774,15000,01,31/10/2016,ADWPF,5.6041,312130.0,2084.0
2759775,15000,01,30/11/2016,ADWPF,-9.3421,312130.0,2084.0
2759776,15000,01,31/12/2016,ADWPF,7.1356,312130.0,2084.0
2759777,15000,01,31/01/2017,ADWPF,-4.1039,312130.0,2084.0
2759778,15000,01,28/02/2017,ADWPF,2.8159,312130.0,2084.0
2759779,15000,01,31/03/2017,ADWPF,,312130.0,2084.0
2759780,15000,01,30/04/2017,ADWPF,-2.7141,312130.0,2084.0
2759781,15000,01,31/05/2017,ADWPF,-0.0556,312130.0,2084.0
2759782,15000,01,30/06/2017,ADWPF,2.7686,312130.0,2084.0
2759783,15000,01,31/07/2017,ADWPF,3.5181,312130.0,2084.0
2759784,15000,01,31/08/2017,ADWPF,-0.7606,312130.0,2084.0
2759785,15000,01,30/09/2017,ADWPF,8.6491,312130.0,2084.0
2759786,15000,01,31/10/2017,ADWPF,2.0233,312130.0,2084.0
2759787,15000,01,30/11/2017,ADWPF,5.3024,312130.0,2084.0
2759788,15000,01,31/12/2017,ADWPF,11.5314,312130.0,2084.0
2759789,15000,01,31/01/2018,ADWPF,,312130.0,2084.0
2759790,15000,01,28/02/2018,ADWPF,23.0205,312130.0,2084.0
2759791,15000,01,31/03/2018,ADWPF,1.1601,312130.0,2084.0
2759792,15000,01,30/04/2018,ADWPF,2.5561,312130.0,2084.0
2759793,15000,01,31/05/2018,ADWPF,-0.7667,312130.0,2084.0
2759794,15000,01,30/06/2018,ADWPF,-4.831,312130.0,2084.0
2759795,15000,01,31/07/2018,ADWPF,-6.0469,312130.0,2084.0
2759796,15000,01,31/08/2018,ADWPF,2.7083,312130.0,2084.0
2759797,15000,01,30/09/2018,ADWPF,-1.976,312130.0,2084.0
2759798,15000,01,31/10/2018,ADWPF,-7.6849,312130.0,2084.0
2759799,15000,01,30/11/2018,ADWPF,-7.8666,312130.0,2084.0
2759800,15000,01,31/12/2018,ADWPF,-12.9081,312130.0,2084.0
2759801,15000,01,31/01/2019,ADWPF,19.7122,312130.0,2084.0
2759802,15000,01,28/02/2019,ADWPF,-10.5901,312130.0,2084.0
2759803,15000,01,31/03/2019,ADWPF,0.0478,312130.0,2084.0
2759804,15000,01,30/04/2019,ADWPF,-6.7008,312130.0,2084.0
2759805,15000,01,31/05/2019,ADWPF,6.2202,312130.0,2084.0
2759806,15000,01,30/06/2019,ADWPF,6.0155,312130.0,2084.0
2759807,15000,01,31/07/2019,ADWPF,2.003,312130.0,2084.0
2759808,15000,01,31/08/2019,ADWPF,,312130.0,2084.0
2759809,15000,01,30/09/2019,ADWPF,0.3072,312130.0,2084.0
2759810,15000,01,31/10/2019,ADWPF,,312130.0,2084.0
2759811,15000,01,30/11/2019,ADWPF,,312130.0,2084.0
2759812,15000,01,31/12/2019,ADWPF,,312130.0,2084.0
2759813,15000,01,31/01/2020,ADWPF,,312130.0,2084.0
2759814,15000,01,29/02/2020,ADWPF,-8.9879,312130.0,2084.0
2759815,15000,01,31/03/2020,ADWPF,-23.4672,312130.0,2084.0
2759816,15000,01,30/04/2020,ADWPF,1.6664,312130.0,2084.0
2759817,15000,01,31/05/2020,ADWPF,2.7436,312130.0,2084.0
2759818,15000,01,30/06/2020,ADWPF,11.1999,312130.0,2084.0
2759819,15000,01,31/07/2020,ADWPF,-8.7459,312130.0,2084.0
2759820,15000,01,31/08/2020,ADWPF,11.7481,312130.0,2084.0
2759821,15000,01,30/09/2020,ADWPF,9.6551,312130.0,2084.0
2759822,15000,01,31/10/2020,ADWPF,8.1081,312130.0,2084.0
2759823,15000,01,30/11/2020,ADWPF,1.5282,312130.0,2084.0
2759824,15000,01,31/12/2020,ADWPF,1.2971,312130.0,2084.0
2759825,15000,01,31/01/2021,ADWPF,-3.8479,312130.0,2084.0
2759826,15000,01,28/02/2021,ADWPF,-2.795,312130.0,2084.0
2759827,15000,01,31/03/2021,ADWPF,8.2055,312130.0,2084.0
2759828,15000,01,30/04/2021,ADWPF,6.1512,312130.0,2084.0
2759829,15000,01,31/05/2021,ADWPF,-1.3985,312130.0,2084.0
2759830,15000,01,30/06/2021,ADWPF,-11.6971,312130.0,2084.0
2759831,15000,01,31/07/2021,ADWPF,-6.7604,312130.0,2084.0
2759832,15000,01,31/08/2021,ADWPF,-4.8336,312130.0,2084.0
2759833,15000,01,30/09/2021,ADWPF,-0.8235,312130.0,2084.0
2759834,15000,01,31/10/2021,ADWPF,4.3027,312130.0,2084.0
2759835,15000,01,30/11/2021,ADWPF,-10.9531,312130.0,2084.0
2759836,15000,01,31/12/2021,ADWPF,3.4866,312130.0,2084.0
2759837,15000,01,31/01/2022,ADWPF,-5.1322,312130.0,2084.0
2759838,15000,01,28/02/2022,ADWPF,-6.8852,312130.0,2084.0
2759839,15000,01,31/03/2022,ADWPF,4.3885,312130.0,2084.0
2759840,15000,01,30/04/2022,ADWPF,-9.0136,312130.0,2084.0
2759841,15000,01,31/05/2022,ADWPF,-3.9252,312130.0,2084.0
2759842,15000,01,30/06/2022,ADWPF,-14.8159,312130.0,2084.0
2759843,15000,01,31/07/2022,ADWPF,7.0711,312130.0,2084.0
2759844,15000,01,31/08/2022,ADWPF,-4.6797,312130.0,2084.0
2759845,15000,01C,31/01/1982,ADW.A,,312130.0,2084.0
2759846,15000,01C,28/02/1982,ADW.A,0.0,312130.0,2084.0
2759847,15000,01C,31/03/1982,ADW.A,4.8963,312130.0,2084.0
2759848,15000,01C,30/04/1982,ADW.A,10.7143,312130.0,2084.0
2759849,15000,01C,31/05/1982,ADW.A,0.8065,312130.0,2084.0
2759850,15000,01C,30/06/1982,ADW.A,-5.9488,312130.0,2084.0
2759851,15000,01C,31/07/1982,ADW.A,8.6207,312130.0,2084.0
2759852,15000,01C,31/08/1982,ADW.A,2.381,312130.0,2084.0
2759853,15000,01C,30/09/1982,ADW.A,0.4372,312130.0,2084.0
2759854,15000,01C,31/10/1982,ADW.A,12.5,312130.0,2084.0
2759855,15000,01C,30/11/1982,ADW.A,22.2222,312130.0,2084.0
2759856,15000,01C,31/12/1982,ADW.A,-1.9523,312130.0,2084.0
2759857,15000,01C,31/01/1983,ADW.A,3.5088,312130.0,2084.0
2759858,15000,01C,28/02/1983,ADW.A,9.6045,312130.0,2084.0
2759859,15000,01C,31/03/1983,ADW.A,12.6619,312130.0,2084.0
2759860,15000,01C,30/04/1983,ADW.A,-5.0691,312130.0,2084.0
2759861,15000,01C,31/05/1983,ADW.A,8.2524,312130.0,2084.0
2759862,15000,01C,30/06/1983,ADW.A,-4.0664,312130.0,2084.0
2759863,15000,01C,31/07/1983,ADW.A,5.6604,312130.0,2084.0
2759864,15000,01C,31/08/1983,ADW.A,-1.7857,312130.0,2084.0
2759865,15000,01C,30/09/1983,ADW.A,-0.4855,312130.0,2084.0
2759866,15000,01C,31/10/1983,ADW.A,5.9908,312130.0,2084.0
2759867,15000,01C,30/11/1983,ADW.A,0.0,312130.0,2084.0
2759868,15000,01C,31/12/1983,ADW.A,0.84,312130.0,2084.0
2759869,15000,01C,31/01/1984,ADW.A,-1.7391,312130.0,2084.0
2759870,15000,01C,29/02/1984,ADW.A,-12.3894,312130.0,2084.0
2759871,15000,01C,31/03/1984,ADW.A,0.4707,312130.0,2084.0
2759872,15000,01C,30/04/1984,ADW.A,-10.1523,312130.0,2084.0
2759873,15000,01C,31/05/1984,ADW.A,1.1299,312130.0,2084.0
2759874,15000,01C,30/06/1984,ADW.A,2.7553,312130.0,2084.0
2759875,15000,01C,31/07/1984,ADW.A,-1.0989,312130.0,2084.0
2759876,15000,01C,31/08/1984,ADW.A,-3.8889,312130.0,2084.0
2759877,15000,01C,30/09/1984,ADW.A,-0.0393,312130.0,2084.0
2759878,15000,01C,31/10/1984,ADW.A,-3.5088,312130.0,2084.0
2759879,15000,01C,30/11/1984,ADW.A,6.6667,312130.0,2084.0
2759880,15000,01C,31/12/1984,ADW.A,4.5068,312130.0,2084.0
2759881,15000,01C,31/01/1985,ADW.A,8.7912,312130.0,2084.0
2759882,15000,01C,28/02/1985,ADW.A,-0.5051,312130.0,2084.0
2759883,15000,01C,31/03/1985,ADW.A,2.5036,312130.0,2084.0
2759884,15000,01C,30/04/1985,ADW.A,-5.0,312130.0,2084.0
2759885,15000,01C,31/05/1985,ADW.A,5.2632,312130.0,2084.0
2759886,15000,01C,30/06/1985,ADW.A,4.104,312130.0,2084.0
2759887,15000,01C,31/07/1985,ADW.A,0.0,312130.0,2084.0
2759888,15000,01C,31/08/1985,ADW.A,1.9417,312130.0,2084.0
2759889,15000,01C,30/09/1985,ADW.A,-6.5676,312130.0,2084.0
2759890,15000,01C,31/10/1985,ADW.A,7.2165,312130.0,2084.0
2759891,15000,01C,30/11/1985,ADW.A,13.4615,312130.0,2084.0
2759892,15000,01C,31/12/1985,ADW.A,9.4102,312130.0,2084.0
2759893,15000,01C,31/01/1986,ADW.A,-7.8125,312130.0,2084.0
2759894,15000,01C,28/02/1986,ADW.A,5.0847,312130.0,2084.0
2759895,15000,01C,31/03/1986,ADW.A,24.2774,312130.0,2084.0
2759896,15000,01C,30/04/1986,ADW.A,9.8039,312130.0,2084.0
2759897,15000,01C,31/05/1986,ADW.A,26.1905,312130.0,2084.0
2759898,15000,01C,30/06/1986,ADW.A,-9.3415,312130.0,2084.0
2759899,15000,01C,31/07/1986,ADW.A,-5.7592,312130.0,2084.0
2759900,15000,01C,31/08/1986,ADW.A,6.1111,312130.0,2084.0
2759901,15000,01C,30/09/1986,ADW.A,-1.9916,312130.0,2084.0
2759902,15000,01C,31/10/1986,ADW.A,-3.2258,312130.0,2084.0
2759903,15000,01C,30/11/1986,ADW.A,-10.0,312130.0,2084.0
2759904,15000,01C,31/12/1986,ADW.A,9.3802,312130.0,2084.0
2759905,15000,01C,31/01/1987,ADW.A,-9.0909,312130.0,2084.0
2759906,15000,01C,28/02/1987,ADW.A,5.0,312130.0,2084.0
2759907,15000,01C,31/03/1987,ADW.A,1.3071,312130.0,2084.0
2759908,15000,01C,30/04/1987,ADW.A,-11.2426,312130.0,2084.0
2759909,15000,01C,31/05/1987,ADW.A,6.6667,312130.0,2084.0
2759910,15000,01C,30/06/1987,ADW.A,0.7475,312130.0,2084.0
2759911,15000,01C,31/07/1987,ADW.A,-7.5,312130.0,2084.0
2759912,15000,01C,31/08/1987,ADW.A,-4.0541,312130.0,2084.0
2759913,15000,01C,30/09/1987,ADW.A,5.0676,312130.0,2084.0
2759914,15000,01C,31/10/1987,ADW.A,-32.4324,312130.0,2084.0
2759915,15000,01C,30/11/1987,ADW.A,-20.0,312130.0,2084.0
2759916,15000,01C,31/12/1987,ADW.A,26.495,312130.0,2084.0
2759917,15000,01C,31/01/1988,ADW.A,0.0,312130.0,2084.0
2759918,15000,01C,29/02/1988,ADW.A,-8.0,312130.0,2084.0
2759919,15000,01C,31/03/1988,ADW.A,7.8217,312130.0,2084.0
2759920,15000,01C,30/04/1988,ADW.A,-8.1633,312130.0,2084.0
2759921,15000,01C,31/05/1988,ADW.A,6.6667,312130.0,2084.0
2759922,15000,01C,30/06/1988,ADW.A,5.4125,312130.0,2084.0
2759923,15000,01C,31/07/1988,ADW.A,-8.0,312130.0,2084.0
2759924,15000,01C,31/08/1988,ADW.A,0.0,312130.0,2084.0
2759925,15000,01C,30/09/1988,ADW.A,4.5609,312130.0,2084.0
2759926,15000,01C,31/10/1988,ADW.A,1.0526,312130.0,2084.0
2759927,15000,01C,30/11/1988,ADW.A,1.0417,312130.0,2084.0
2759928,15000,01C,31/12/1988,ADW.A,2.2639,312130.0,2084.0
2759929,15000,01C,31/01/1989,ADW.A,-15.3061,312130.0,2084.0
2759930,15000,01C,28/02/1989,ADW.A,0.0,312130.0,2084.0
2759931,15000,01C,31/03/1989,ADW.A,25.5373,312130.0,2084.0
2759932,15000,01C,30/04/1989,ADW.A,-10.6796,312130.0,2084.0
2759933,15000,01C,31/05/1989,ADW.A,0.0,312130.0,2084.0
2759934,15000,01C,30/06/1989,ADW.A,7.8217,312130.0,2084.0
2759935,15000,01C,31/07/1989,ADW.A,2.0408,312130.0,2084.0
2759936,15000,01C,31/08/1989,ADW.A,-6.0,312130.0,2084.0
2759937,15000,01C,30/09/1989,ADW.A,-7.2383,312130.0,2084.0
2759938,15000,01C,31/10/1989,ADW.A,0.0,312130.0,2084.0
2759939,15000,01C,30/11/1989,ADW.A,2.3256,312130.0,2084.0
2759940,15000,01C,31/12/1989,ADW.A,8.1773,312130.0,2084.0
2759941,15000,01C,31/01/1990,ADW.A,-5.3191,312130.0,2084.0
2759942,15000,01C,28/02/1990,ADW.A,3.3708,312130.0,2084.0
2759943,15000,01C,31/03/1990,ADW.A,-3.0478,312130.0,2084.0
2759944,15000,01C,30/04/1990,ADW.A,-4.5455,312130.0,2084.0
2759945,15000,01C,31/05/1990,ADW.A,-4.7619,312130.0,2084.0
2759946,15000,01C,30/06/1990,ADW.A,3.995,312130.0,2084.0
2759947,15000,01C,31/07/1990,ADW.A,-2.439,312130.0,2084.0
2759948,15000,01C,31/08/1990,ADW.A,-6.25,312130.0,2084.0
2759949,15000,01C,30/09/1990,ADW.A,-2.4053,312130.0,2084.0
2759950,15000,01C,31/10/1990,ADW.A,2.7778,312130.0,2084.0
2759951,15000,01C,30/11/1990,ADW.A,-10.8108,312130.0,2084.0
2759952,15000,01C,31/12/1990,ADW.A,10.903,312130.0,2084.0
2759953,15000,01C,31/01/1991,ADW.A,0.0,312130.0,2084.0
